,date,time,comp,round,day,venue,result,gf,ga,opponent,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,xg_x,npxg,npxg/sh,g-xg,np:g-xg,match report_x,date_opp,time_opp,comp_opp,round_opp,day_opp,venue_opp,result_opp,gf_opp,ga_opp,opponent_opp,gls_opp,sh_opp,sot_opp,sot%_opp,g/sh_opp,g/sot_opp,dist_opp,fk_opp,pk_opp,pkatt_opp,xg_opp,npxg_opp,npxg/sh_opp,g-xg_opp,np:g-xg_opp,match report_opp,sota,saves,save%,cs,psxg,psxg+/-,pka,pksv,pkm,cmp,att,cmp%,thr,launch%,avglen,opp,stp,stp%,#opa,avgdist,sota_opp,saves_opp,save%_opp,cs_opp,psxg_opp,psxg+/-_opp,pka_opp,pksv_opp,pkm_opp,cmp_opp,att_opp,cmp%_opp,thr_opp,launch%_opp,avglen_opp,opp_opp,stp_opp,stp%_opp,#opa_opp,avgdist_opp,totdist,prgdist,ast,xag,xa,kp,1-Mar,ppa,crspa,prgp,totdist_opp,prgdist_opp,ast_opp,xag_opp,xa_opp,kp_opp,1/3_opp,ppa_opp,crspa_opp,prgp_opp,live,dead,tb,sw,crs,ti,ck,in,out,str,off,blocks,live_opp,dead_opp,tb_opp,sw_opp,crs_opp,ti_opp,ck_opp,in_opp,out_opp,str_opp,off_opp,blocks_opp,sca,passlive,passdead,to,fld,def,gca,sca_opp,passlive_opp,passdead_opp,to_opp,fld_opp,def_opp,gca_opp,tkl,tklw,def 3rd,mid 3rd,att 3rd,tkl%,lost,pass,int,tkl+int,clr,err,tkl_opp,tklw_opp,def 3rd_opp,mid 3rd_opp,att 3rd_opp,tkl%_opp,lost_opp,pass_opp,int_opp,tkl+int_opp,clr_opp,err_opp,poss_x,touches,def pen,att pen,succ,succ%,tkld,tkld%,carries,prgc,cpa,mis,dis,rec,prgr,poss_opp,touches_opp,def pen_opp,att pen_opp,succ_opp,succ%_opp,tkld_opp,tkld%_opp,carries_opp,prgc_opp,cpa_opp,mis_opp,dis_opp,rec_opp,prgr_opp,crdy,crdr,2crdy,fls,pkwon,pkcon,og,recov,won,won%,crdy_opp,crdr_opp,2crdy_opp,fls_opp,pkwon_opp,pkcon_opp,og_opp,recov_opp,won_opp,won%_opp,xg_y,xga,poss_y,attendance,captain,formation,referee,match report_y,notes,team,season,xg
13,20/11/2020,19:00,Ligue 1,Matchweek 11,Fri,Home,L,0,1,Bordeaux,0,14,2,14.3,0,0,16.5,0,0,0,1.9,1.9,0.14,-1.9,-1.9,Match Report,20/11/2020,19:00,Ligue 1,Matchweek 11,Fri,Away,W,1,0,Bordeaux,1,6,3,50,0.17,0.33,15.8,0,0,0,0.7,0.7,0.11,0.3,0.3,Match Report,3,2,66.7,0,0.8,-0.2,0,0,0,2,8,25,6,34.8,33.7,8,0,0,1,18.3,2,2,100,1,0.2,0.2,0,0,0,7,27,25.9,0,65.4,42.1,21,1,4.8,0,4,8115,2714,0,1.8,1.7,10,38,6,4,46,4713,1858,1,0.7,0.4,6,16,3,1,28,521,57,0,2,25,28,7,1,5,0,3,10,346,61,1,0,9,26,3,3,0,0,1,9,26,19,3,1,1,0,0,12,10,1,1,0,0,2,22,13,8,11,3,37.5,5,8,4,26,9,0,15,8,6,9,0,66.7,3,8,15,30,33,0,59,684,27,16,3,33.3,6,66.7,344,17,2,18,9,446,46,41,548,61,5,5,62.5,3,37.5,273,5,0,26,19,292,26,2,0,0,18,0,0,0,55,21,47.7,2,0,0,19,0,0,0,50,23,52.3,1.9,0.7,59,,Damien Da Silva,4-2-3-1,Karim Abed,Match Report,,Rennes,2020-2021,
14,24/11/2020,18:55,Champions Lg,Group stage,Tue,Home,L,1,2,eng Chelsea,1,13,5,38.5,0.08,0.2,17.1,1,0,0,1.1,1.1,0.08,-0.1,-0.1,Match Report,24/11/2020,18:55,Champions Lg,Group stage,Tue,Away,W,2,1,eng Chelsea,2,9,5,55.6,0.22,0.4,13.8,0,0,0,2.2,2.2,0.25,-0.2,-0.2,Match Report,5,3,60,0,2.4,0.4,0,0,0,3,11,27.3,2,42.1,33.7,7,0,0,3,26.3,5,4,80,0,0.9,-0.1,0,0,0,6,15,40,4,40,30.6,21,1,4.8,1,13.5,8101,2440,1,0.9,0.8,10,35,7,1,36,7208,2407,2,2.2,0.9,8,25,6,1,32,545,48,0,10,24,18,11,6,5,0,0,16,527,41,1,4,10,16,3,0,2,0,2,6,23,14,4,1,1,0,1,16,10,2,0,1,2,3,11,9,5,5,1,35.3,11,6,14,25,11,0,13,7,7,5,1,43.8,9,12,20,33,25,0,51,679,44,20,9,56.3,7,43.8,377,20,5,13,6,459,35,49,689,69,20,11,64.7,6,35.3,414,9,2,17,5,465,32,2,0,0,13,0,0,0,61,13,41.9,0,0,0,9,0,0,0,55,18,58.1,1.1,2.2,51,,Damien Da Silva,4/03/2003,Björn Kuipers,Match Report,,Rennes,2020-2021,
15,27/11/2020,21:00,Ligue 1,Matchweek 12,Fri,Away,D,1,1,Strasbourg,1,21,7,33.3,0.05,0.14,17.1,2,0,0,2.5,2.5,0.12,-1.5,-1.5,Match Report,27/11/2020,21:00,Ligue 1,Matchweek 12,Fri,Home,D,1,1,Strasbourg,1,6,3,50,0.17,0.33,29.9,1,0,0,0.8,0.8,0.14,0.2,0.2,Match Report,3,2,66.7,0,1.2,0.2,0,0,0,3,4,75,4,25,26.7,4,1,25,3,19.8,7,6,85.7,0,2.7,1.7,0,0,0,15,34,44.1,2,88,54,27,1,3.7,0,5,10760,3549,1,2,2,17,75,18,7,76,4611,1875,1,0.8,0.6,4,16,1,0,19,638,44,2,4,38,20,7,4,3,0,0,12,274,46,1,3,8,19,2,1,1,0,1,7,41,33,2,1,2,0,2,11,6,1,2,1,0,2,9,5,4,4,1,22.2,7,5,10,19,11,0,16,10,8,8,0,21.4,11,6,14,30,29,0,68,770,28,30,11,78.6,3,21.4,415,28,0,15,13,580,76,32,431,69,9,7,77.8,2,22.2,229,6,0,17,7,225,19,0,0,0,12,0,0,0,51,21,52.5,0,1,0,11,0,0,0,34,19,47.5,2.5,0.8,68,,Damien Da Silva,4-1-4-1,Benoît Millot,Match Report,,Rennes,2020-2021,
16,2/12/2020,20:55,Champions Lg,Group stage,Wed,Away,L,0,1,ru Krasnodar,0,12,5,41.7,0,0,16,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Match Report,2/12/2020,20:55,Champions Lg,Group stage,Wed,Home,W,1,0,ru Krasnodar,1,14,3,21.4,0.07,0.33,14.9,0,0,0,1.5,1.5,0.11,-0.5,-0.5,Match Report,3,2,66.7,0,1.2,0.2,0,0,0,6,10,60,3,25,26.2,16,0,0,3,17.8,5,5,100,1,0.6,0.6,0,0,0,9,18,50,6,66.7,42,19,4,21.1,0,5.2,8126,2622,0,0.4,0.5,7,32,7,2,42,5385,2342,1,0.8,0.9,9,17,5,1,32,529,51,0,5,25,25,7,6,1,0,0,15,391,54,0,0,17,17,10,0,6,0,0,4,23,21,0,1,0,0,0,22,17,1,1,1,0,1,18,11,10,5,3,35,13,4,10,28,22,0,11,3,4,6,1,41.7,7,14,12,23,23,0,57,702,52,17,7,58.3,5,41.7,391,18,3,23,6,454,42,43,575,54,23,13,65,7,35,345,10,3,12,11,323,31,2,0,0,22,0,0,0,61,13,50,2,0,0,11,0,0,0,59,13,50,0.7,1.5,57,8747,Damien Da Silva,4-1-4-1,William Collum,Match Report,,Rennes,2020-2021,
17,5/12/2020,17:00,Ligue 1,Matchweek 13,Sat,Home,L,0,2,Lens,0,10,4,40,0,0,20.3,2,0,0,0.5,0.5,0.05,-0.5,-0.5,Match Report,5/12/2020,17:00,Ligue 1,Matchweek 13,Sat,Away,W,2,0,Lens,2,6,4,66.7,0.33,0.5,22.9,0,0,0,1.1,1.1,0.18,0.9,0.9,Match Report,4,2,50,0,2.2,0.2,0,0,0,9,18,50,3,53.8,37.5,8,0,0,3,25.8,4,4,100,1,0.4,0.4,0,0,0,13,30,43.3,2,88.5,48.8,21,1,4.8,0,4,8453,3287,0,0.3,0.6,5,41,8,1,40,4436,2110,2,1,0.4,4,18,3,0,26,498,63,0,7,27,30,8,4,4,0,0,9,327,46,2,5,13,17,3,3,0,0,1,8,17,13,0,1,2,1,0,12,9,1,2,0,0,4,19,13,6,9,4,46.7,8,7,8,27,17,1,18,9,11,6,1,70,3,4,12,30,27,0,60,668,46,18,3,30,7,70,385,23,5,21,11,416,40,40,497,64,8,8,53.3,7,46.7,222,10,4,20,12,239,26,1,0,0,17,0,0,0,61,30,55.6,3,0,0,16,0,0,0,62,24,44.4,0.5,1.1,60,,Damien Da Silva,4-1-4-1,Johan Hamel,Match Report,,Rennes,2020-2021,
18,8/12/2020,21:00,Champions Lg,Group stage,Tue,Home,L,1,3,es Sevilla,1,18,5,27.8,0,0,18,0,1,1,2.4,1.6,0.1,-1.4,-1.6,Match Report,8/12/2020,21:00,Champions Lg,Group stage,Tue,Away,W,3,1,es Sevilla,3,8,5,62.5,0.38,0.6,15.4,1,0,0,1.5,1.5,0.18,1.5,1.5,Match Report,5,2,40,0,2,-1,0,0,0,4,9,44.4,4,27.8,30.7,8,0,0,1,44,6,5,100,0,2.2,1.2,1,0,0,4,11,36.4,3,25,30.3,24,1,4.2,0,11.5,7305,2630,0,1.4,0.8,12,42,11,2,48,7392,2464,3,1.4,1.1,6,18,5,4,21,453,46,0,3,32,18,10,1,9,0,1,2,450,46,2,4,8,13,2,0,0,0,2,7,31,22,1,4,2,0,2,14,11,0,1,1,1,6,13,7,6,5,2,15.4,11,8,10,23,6,0,17,12,5,10,2,20,16,0,6,23,24,0,50,603,33,30,16,80,4,20,319,22,7,22,13,407,48,50,601,87,12,11,84.6,2,15.4,290,7,2,26,11,411,21,4,0,0,18,1,0,0,48,14,43.8,2,0,0,8,0,1,0,44,18,56.3,2.4,1.5,50,,Damien Da Silva,4-2-3-1,Bartosz Frankowski,Match Report,,Rennes,2020-2021,
19,13/12/2020,13:00,Ligue 1,Matchweek 14,Sun,Away,W,1,0,Nice,1,16,5,31.3,0.06,0.2,15.8,0,0,0,1.3,1.3,0.08,-0.3,-0.3,Match Report,13/12/2020,13:00,Ligue 1,Matchweek 14,Sun,Home,L,0,1,Nice,0,11,3,27.3,0,0,19.1,1,0,0,0.9,0.9,0.09,-0.9,-0.9,Match Report,3,3,100,1,0.2,0.2,0,0,0,7,19,36.8,5,43.5,36.9,14,1,7.1,1,18,5,4,80,0,0.6,-0.4,0,0,0,2,2,100,4,6.7,21.7,15,0,0,0,16,7556,2749,1,1.3,1.1,15,26,10,3,34,8160,2567,0,0.8,0.8,6,36,11,6,52,449,53,0,5,17,17,6,3,3,0,1,2,551,38,0,7,19,14,3,1,0,0,1,11,30,19,5,1,1,1,1,19,14,1,2,1,0,0,22,9,7,13,2,40,9,7,12,34,17,0,11,6,3,5,3,25,12,2,14,25,11,1,46,608,52,23,12,70.6,4,23.5,310,14,4,12,7,411,34,54,684,58,22,9,60,6,40,476,24,3,15,16,492,51,1,0,0,10,0,0,0,48,12,52.2,2,0,0,16,0,0,0,60,11,47.8,1.3,0.9,46,,Damien Da Silva,4-1-4-1,Amaury Delerue,Match Report,,Rennes,2020-2021,
20,16/12/2020,21:00,Ligue 1,Matchweek 15,Wed,Home,W,2,1,Marseille,2,15,5,33.3,0.13,0.4,18.1,0,0,0,1.2,1.2,0.08,0.8,0.8,Match Report,16/12/2020,21:00,Ligue 1,Matchweek 15,Wed,Away,L,1,2,Marseille,1,8,1,12.5,0.13,1,20.1,1,0,0,1.2,1.2,0.15,-0.2,-0.2,Match Report,1,0,0,0,0.1,-0.9,0,0,0,5,9,55.6,2,31.8,31.8,3,1,33.3,2,20.3,5,3,60,0,1.1,-0.9,0,0,0,8,24,33.3,2,72,48.1,28,1,3.6,0,6,9452,2979,2,1.1,1.2,12,61,8,5,62,4103,1683,1,1.1,0.8,5,12,2,0,15,583,56,0,1,33,24,9,5,2,0,1,4,272,45,0,2,4,16,1,0,1,0,0,10,26,19,2,1,1,0,4,12,8,2,0,2,0,2,14,9,2,10,2,46.2,7,9,5,19,7,0,12,4,6,6,0,64.7,6,2,15,27,26,0,67,734,31,20,6,35.3,11,64.7,433,23,2,11,1,521,61,33,424,60,7,7,53.8,6,46.2,202,6,1,10,8,219,15,1,0,0,19,0,0,0,51,21,61.8,4,1,1,15,0,0,0,39,13,38.2,1.2,1.2,67,,Damien Da Silva,4-1-4-1,Clément Turpin,Match Report,,Rennes,2020-2021,
21,20/12/2020,17:00,Ligue 1,Matchweek 16,Sun,Away,W,3,0,Lorient,3,15,4,26.7,0.2,0.75,19.9,2,0,0,0.9,0.9,0.06,2.1,2.1,Match Report,20/12/2020,17:00,Ligue 1,Matchweek 16,Sun,Home,L,0,3,Lorient,0,11,2,18.2,0,0,21.5,1,0,0,0.8,0.8,0.08,-0.8,-0.8,Match Report,2,2,100,1,0.5,0.5,0,0,0,2,10,20,6,12,25.3,11,0,0,0,8,4,1,25,0,1.9,-1.1,0,0,0,9,15,60,3,40,33.3,12,0,0,0,11,9097,3170,3,0.8,1,12,40,4,1,46,6725,2659,0,0.8,0.6,9,32,9,4,35,565,57,0,7,16,28,2,1,1,0,0,8,433,37,0,1,11,18,1,1,0,0,0,2,29,19,3,3,4,0,6,21,18,1,0,2,0,0,12,7,6,4,2,62.5,3,2,11,23,10,0,16,11,6,8,2,15.8,16,7,18,34,9,0,57,695,44,15,16,84.2,3,15.8,374,18,5,14,13,525,46,43,576,52,9,3,37.5,5,62.5,298,10,0,20,7,382,35,2,0,0,9,0,0,0,51,9,36,1,0,0,19,0,0,0,62,16,64,0.9,0.8,57,,Damien Da Silva,4-1-4-1,Eric Wattellier,Match Report,,Rennes,2020-2021,
22,23/12/2020,19:00,Ligue 1,Matchweek 17,Wed,Home,W,1,0,Metz,1,11,6,54.5,0.09,0.17,18.5,0,0,0,0.9,0.9,0.08,0.1,0.1,Match Report,23/12/2020,19:00,Ligue 1,Matchweek 17,Wed,Away,L,0,1,Metz,0,9,4,44.4,0,0,17.4,0,0,0,1.4,1.4,0.16,-1.4,-1.4,Match Report,4,4,100,1,1,1,0,0,0,3,14,21.4,6,34.5,34.3,12,1,8.3,1,12.8,6,5,83.3,0,1.3,0.3,0,0,0,6,11,54.5,7,36.4,34.4,16,0,0,0,9,9128,3124,1,0.8,0.7,9,35,7,1,40,5542,2121,0,0.9,0.7,7,22,5,0,27,608,59,0,3,20,26,6,4,2,0,0,8,365,42,2,1,16,15,5,2,1,1,2,5,22,15,1,2,3,1,2,15,10,1,1,0,0,0,11,4,5,3,3,5.9,16,5,7,18,21,0,13,7,8,5,0,30.8,9,8,14,27,24,0,62,769,56,21,9,69.2,4,30.8,523,22,5,18,9,551,40,38,530,65,18,16,94.1,1,5.9,280,18,3,25,10,301,27,1,0,0,14,0,0,0,51,15,50,1,0,0,18,0,0,0,57,15,50,0.9,1.4,62,,Damien Da Silva,4-1-4-1,Florent Batta,Match Report,,Rennes,2020-2021,
23,6/01/2021,19:00,Ligue 1,Matchweek 18,Wed,Away,D,0,0,Nantes,0,8,0,0,0,,17.3,1,0,0,0.6,0.6,0.08,-0.6,-0.6,Match Report,6/01/2021,19:00,Ligue 1,Matchweek 18,Wed,Home,D,0,0,Nantes,0,7,2,28.6,0,0,20.2,0,0,0,0.6,0.6,0.09,-0.6,-0.6,Match Report,2,2,100,1,0.5,0.5,0,0,0,1,3,33.3,4,11.8,22.8,12,0,0,3,17.2,0,0,,1,0,0,0,0,0,9,24,37.5,3,61.3,44.1,19,0,0,1,24,12281,3561,0,0.5,1,7,57,13,4,77,4431,1894,0,0.5,0.6,4,23,2,1,29,802,48,0,6,23,28,3,1,2,0,0,11,295,40,1,0,15,15,6,0,6,0,0,5,16,15,0,0,1,0,0,13,11,0,1,0,0,0,8,4,6,1,1,41.7,7,3,9,17,20,0,14,6,7,5,2,42.9,8,9,14,28,24,0,72,946,46,17,8,57.1,6,42.9,662,17,4,18,8,740,76,28,443,60,11,7,58.3,5,41.7,238,9,3,12,3,234,29,2,0,0,13,0,0,0,44,18,48.6,2,0,0,13,0,0,0,40,19,51.4,0.6,0.6,72,,Damien Da Silva,4-1-4-1,Jérémie Pignard,Match Report,,Rennes,2020-2021,
24,9/01/2021,21:00,Ligue 1,Matchweek 19,Sat,Home,D,2,2,Lyon,2,14,6,42.9,0.14,0.33,18.8,0,0,0,1.1,1.1,0.08,0.9,0.9,Match Report,9/01/2021,21:00,Ligue 1,Matchweek 19,Sat,Away,D,2,2,Lyon,2,13,4,30.8,0.15,0.5,19.3,0,0,0,0.8,0.8,0.06,1.2,1.2,Match Report,4,2,50,0,1,-1,0,0,0,8,15,53.3,5,40,34,10,0,0,4,20.8,6,4,66.7,0,1.3,-0.7,0,0,0,5,10,50,3,26.7,25.3,8,0,0,0,3,8625,3021,1,0.9,1,11,34,5,1,33,6934,2573,2,0.8,1,11,28,10,3,56,590,47,0,4,13,18,2,2,0,0,1,5,477,53,0,2,17,24,5,2,0,1,0,6,25,23,1,1,0,0,4,22,18,2,1,0,1,4,22,9,12,7,3,50,10,6,18,40,20,0,18,11,6,8,4,61.1,7,4,15,33,11,0,55,769,52,16,7,38.9,11,61.1,527,16,3,21,7,536,32,45,646,43,19,10,50,10,50,441,15,4,26,12,429,56,1,0,0,12,0,0,0,63,12,52.2,2,0,0,16,0,0,0,66,11,47.8,1.1,0.8,55,,Hamari Traoré,4-1-4-1,Mikael Lesage,Match Report,,Rennes,2020-2021,
25,17/01/2021,13:00,Ligue 1,Matchweek 20,Sun,Away,W,2,1,Brest,2,6,3,50,0.17,0.33,19.7,0,1,1,1.6,0.9,0.14,0.4,0.1,Match Report,17/01/2021,13:00,Ligue 1,Matchweek 20,Sun,Home,L,1,2,Brest,1,14,4,28.6,0.07,0.25,10.9,0,0,0,2.2,2.2,0.17,-1.2,-1.2,Match Report,4,3,75,0,1.6,0.6,0,0,0,4,15,26.7,5,17.2,26,16,0,0,1,12.3,4,2,75,0,1.5,-0.5,1,0,0,3,9,33.3,3,34.8,31.7,11,0,0,2,34.5,9894,3219,1,0.5,0.9,4,56,5,2,48,7684,2500,0,1.3,1.2,8,20,9,6,46,627,46,0,4,16,20,3,2,1,0,0,4,447,50,0,4,22,31,3,3,0,0,2,9,14,10,1,2,1,0,4,25,17,2,2,0,0,1,20,11,8,10,2,29.4,12,6,7,27,18,1,11,6,9,2,0,55.6,4,4,17,28,13,0,57,766,46,16,4,44.4,5,55.6,466,16,4,18,6,579,47,43,599,64,22,12,70.6,5,29.4,389,12,2,9,15,396,46,1,0,0,8,1,0,0,45,14,56,1,0,0,9,0,1,0,40,11,44,1.6,2.2,57,,Hamari Traoré,4-4-1-1,Ruddy Buquet,Match Report,,Rennes,2020-2021,
26,24/01/2021,17:00,Ligue 1,Matchweek 21,Sun,Home,L,0,1,Lille,0,11,2,18.2,0,0,19.7,2,0,0,0.7,0.7,0.06,-0.7,-0.7,Match Report,24/01/2021,17:00,Ligue 1,Matchweek 21,Sun,Away,W,1,0,Lille,1,9,4,44.4,0.11,0.25,20.9,1,0,0,0.5,0.5,0.05,0.5,0.5,Match Report,4,3,75,0,0.4,-0.6,0,0,0,1,9,11.1,5,12.5,23.3,3,0,0,7,26.3,2,2,100,1,0.3,0.3,0,0,0,6,19,31.6,4,61.9,45.1,12,1,8.3,0,9,10055,3313,0,0.4,0.5,7,34,3,1,52,4106,1733,0,0.2,0.3,5,13,3,0,24,642,52,0,3,20,25,2,0,2,0,0,8,290,50,2,2,4,28,2,2,0,0,4,13,18,11,2,2,2,0,0,11,7,1,0,2,0,1,16,11,5,8,3,33.3,8,14,10,26,9,1,15,9,9,5,1,31.3,22,6,16,31,19,0,67,804,41,14,22,68.8,10,31.3,397,26,2,21,5,568,52,33,452,55,15,8,66.7,4,33.3,174,9,4,15,12,215,24,2,0,0,12,0,0,0,59,30,68.2,2,0,0,15,0,0,0,50,14,31.8,0.7,0.5,67,,Hamari Traoré,4-4-1-1,Eric Wattellier,Match Report,,Rennes,2020-2021,
27,3/02/2021,19:00,Ligue 1,Matchweek 23,Wed,Home,D,1,1,Lorient,1,10,6,60,0.1,0.17,17.6,0,0,0,1,1,0.1,0,0,Match Report,3/02/2021,19:00,Ligue 1,Matchweek 23,Wed,Away,D,1,1,Lorient,1,12,3,25,0.08,0.33,18.2,0,0,0,0.8,0.8,0.07,0.2,0.2,Match Report,3,2,66.7,0,0.7,-0.3,0,0,0,3,11,27.3,5,14.3,26.8,11,0,0,2,21.7,6,5,83.3,0,1.7,0.7,0,0,0,2,9,22.2,2,35.3,32.6,16,0,0,1,17.5,9255,2875,0,0.4,1.2,7,38,10,3,43,6016,2081,1,0.7,0.4,10,17,10,4,25,629,42,1,12,18,19,5,2,2,0,0,6,420,48,0,7,14,22,3,0,3,0,2,3,15,9,2,2,0,0,1,22,15,3,3,1,0,2,13,8,8,4,1,52.9,8,3,12,25,19,0,11,7,9,1,1,26.7,11,6,21,32,16,0,59,774,45,28,11,73.3,4,26.7,477,15,3,19,7,564,43,41,578,54,18,8,47.1,9,52.9,315,11,4,19,4,359,24,2,0,0,17,0,0,0,55,11,37.9,1,0,0,6,0,0,0,52,18,62.1,1,0.8,59,,Damien Da Silva,4-4-1-1,Hakim Ben El Hadj Salem,Match Report,,Rennes,2020-2021,
28,6/02/2021,21:00,Ligue 1,Matchweek 24,Sat,Away,D,0,0,Lens,0,10,1,10,0,0,16.7,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Match Report,6/02/2021,21:00,Ligue 1,Matchweek 24,Sat,Home,D,0,0,Lens,0,10,3,30,0,0,18.3,2,0,0,0.8,0.8,0.09,-0.8,-0.8,Match Report,3,3,100,1,0.4,0.4,0,0,0,3,11,27.3,1,22.2,29.1,16,0,0,1,21,1,1,100,1,0,0,0,0,0,2,9,22.2,6,30.4,30.2,12,0,0,0,,6852,2710,0,0.6,0.9,6,33,7,1,43,8440,2659,0,0.3,0.5,6,30,4,2,32,472,43,0,3,13,16,4,1,3,0,0,11,520,51,0,4,19,22,6,2,4,0,0,16,20,13,3,0,4,0,0,17,8,2,0,2,1,0,20,15,8,11,1,40,9,16,10,30,19,0,12,9,4,6,2,28.6,5,12,13,25,19,0,47,625,51,21,5,71.4,2,28.6,394,15,4,18,10,411,43,53,670,67,14,9,60,6,40,353,12,0,19,14,459,32,4,0,0,11,0,0,0,64,18,56.3,2,0,0,13,0,0,0,54,14,43.8,0.8,0.8,47,,Damien Da Silva,3/05/2002,Jeremy Stinat,Match Report,,Rennes,2020-2021,
29,11/02/2021,21:00,Coupe de France,Round of 64,Thu,Away,L,1,2,Angers,1,14,5,35.7,0.07,0.2,,,0,0,,,,,,Match Report,11/02/2021,21:00,Coupe de France,Round of 64,Thu,Home,W,2,1,Angers,2,7,4,57.1,0.14,0.25,,,1,1,,,,,,Match Report,2,1,50,0,,,1,0,0,,,,,,,,,,,,5,4,80,0,,,0,0,0,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,25,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,17,0,,,,10,,,,,,,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,0,0,17,,,0,,,,2,0,0,13,,,0,,,,,,,,Damien Da Silva,3/04/2003,Benoît Bastien,Match Report,,Rennes,2020-2021,
30,14/02/2021,15:00,Ligue 1,Matchweek 25,Sun,Home,L,0,2,Saint-Étienne,0,13,2,15.4,0,0,15.7,1,0,0,1.6,1.6,0.13,-1.6,-1.6,Match Report,14/02/2021,15:00,Ligue 1,Matchweek 25,Sun,Away,W,2,0,Saint-Étienne,2,6,3,50,0.33,0.67,23.1,0,0,0,0.3,0.3,0.05,1.7,1.7,Match Report,3,1,33.3,0,1.4,-0.6,0,0,0,2,5,40,7,12.5,21.2,9,0,0,3,30.3,2,2,100,1,0.5,0.5,0,0,0,8,23,34.8,1,87.5,57.8,28,1,3.6,0,6.5,9845,3456,0,1,1.1,8,48,7,4,64,3121,1729,2,0.3,0.2,5,14,3,0,19,656,65,0,3,34,34,7,1,6,0,0,7,234,53,0,2,12,25,1,1,0,0,1,10,20,11,5,0,1,0,0,9,6,0,2,0,1,3,17,12,5,8,4,41.2,10,9,5,22,9,0,15,12,9,4,2,57.1,6,6,19,34,32,0,71,828,40,24,6,42.9,8,57.1,411,19,3,22,7,580,64,29,426,54,12,10,58.8,7,41.2,163,15,8,21,10,170,19,5,0,0,18,0,0,0,65,27,60,2,0,0,16,0,0,0,65,18,40,1.6,0.3,71,,Damien Da Silva,4/03/2003,Florent Batta,Match Report,,Rennes,2020-2021,
31,21/02/2021,13:00,Ligue 1,Matchweek 26,Sun,Away,L,1,2,Montpellier,1,14,5,35.7,0.07,0.2,15.2,1,0,0,2,2,0.15,-1,-1,Match Report,21/02/2021,13:00,Ligue 1,Matchweek 26,Sun,Home,W,2,1,Montpellier,2,11,7,63.6,0.18,0.29,16.4,1,0,1,2.8,2,0.21,-0.8,0,Match Report,7,5,71.4,0,2,0,0,0,1,3,6,50,3,11.8,25.7,9,0,0,5,22.3,5,4,80,0,2.1,1.1,0,0,0,8,18,44.4,6,43.8,39.2,20,0,0,0,8,9408,3300,1,1.8,1.1,11,42,13,4,59,4800,2016,1,0.7,0.8,5,18,4,0,26,596,47,1,3,28,18,6,2,4,0,1,14,307,46,0,3,10,18,3,3,0,0,0,10,26,15,3,3,2,1,2,20,10,2,3,3,0,4,11,6,5,3,3,40,12,9,5,16,10,1,12,7,11,1,0,31.8,15,12,13,25,21,0,65,733,47,27,15,68.2,7,31.8,562,27,6,16,5,550,59,35,460,62,17,12,60,8,40,281,14,6,15,3,265,26,2,0,0,12,0,1,0,55,13,59.1,1,0,0,10,1,0,0,53,9,40.9,2,2.8,65,,Damien Da Silva,4/03/2003,Clément Turpin,Match Report,,Rennes,2020-2021,
32,26/02/2021,21:00,Ligue 1,Matchweek 27,Fri,Home,L,1,2,Nice,1,17,5,29.4,0.06,0.2,22,4,0,0,0.9,0.9,0.05,0.1,0.1,Match Report,26/02/2021,21:00,Ligue 1,Matchweek 27,Fri,Away,W,2,1,Nice,2,13,6,46.2,0.08,0.17,19.7,0,1,1,1.9,1.1,0.1,0.1,-0.1,Match Report,7,5,85.7,0,2.6,0.6,1,0,0,2,6,33.3,7,9.5,21,11,0,0,2,23.7,5,4,80,0,0.9,-0.1,0,0,0,3,10,30,4,40,37.9,16,3,18.8,0,6.3,8884,3008,0,0.5,0.8,9,56,5,1,58,4556,1664,1,0.9,0.8,10,18,4,1,29,545,46,1,5,21,15,6,2,4,0,2,12,319,55,0,0,11,29,1,1,0,0,1,9,26,14,3,1,4,2,0,26,19,1,2,2,0,4,16,9,4,7,5,26.7,11,10,7,23,9,0,10,6,7,1,2,36.4,7,10,6,16,19,2,61,692,47,25,7,63.6,4,36.4,463,22,5,13,6,506,58,39,472,58,17,11,73.3,4,26.7,287,19,7,12,12,283,28,0,0,0,17,0,1,0,48,15,55.6,2,0,0,18,1,0,0,49,12,44.4,0.9,1.9,61,,Damien Da Silva,4/03/2003,Johan Hamel,Match Report,,Rennes,2020-2021,
