,date,time,comp,round,day,venue,result,gf,ga,opponent,gls,sh,sot,sot%,g/sh,g/sot,dist,fk,pk,pkatt,xg_x,npxg,npxg/sh,g-xg,np:g-xg,match report_x,date_opp,time_opp,comp_opp,round_opp,day_opp,venue_opp,result_opp,gf_opp,ga_opp,opponent_opp,gls_opp,sh_opp,sot_opp,sot%_opp,g/sh_opp,g/sot_opp,dist_opp,fk_opp,pk_opp,pkatt_opp,xg_opp,npxg_opp,npxg/sh_opp,g-xg_opp,np:g-xg_opp,match report_opp,sota,saves,save%,cs,psxg,psxg+/-,pka,pksv,pkm,cmp,att,cmp%,thr,launch%,avglen,opp,stp,stp%,#opa,avgdist,sota_opp,saves_opp,save%_opp,cs_opp,psxg_opp,psxg+/-_opp,pka_opp,pksv_opp,pkm_opp,cmp_opp,att_opp,cmp%_opp,thr_opp,launch%_opp,avglen_opp,opp_opp,stp_opp,stp%_opp,#opa_opp,avgdist_opp,totdist,prgdist,ast,xag,xa,kp,1-Mar,ppa,crspa,prgp,totdist_opp,prgdist_opp,ast_opp,xag_opp,xa_opp,kp_opp,1/3_opp,ppa_opp,crspa_opp,prgp_opp,live,dead,tb,sw,crs,ti,ck,in,out,str,off,blocks,live_opp,dead_opp,tb_opp,sw_opp,crs_opp,ti_opp,ck_opp,in_opp,out_opp,str_opp,off_opp,blocks_opp,sca,passlive,passdead,to,fld,def,gca,sca_opp,passlive_opp,passdead_opp,to_opp,fld_opp,def_opp,gca_opp,tkl,tklw,def 3rd,mid 3rd,att 3rd,tkl%,lost,pass,int,tkl+int,clr,err,tkl_opp,tklw_opp,def 3rd_opp,mid 3rd_opp,att 3rd_opp,tkl%_opp,lost_opp,pass_opp,int_opp,tkl+int_opp,clr_opp,err_opp,poss_x,touches,def pen,att pen,succ,succ%,tkld,tkld%,carries,prgc,cpa,mis,dis,rec,prgr,poss_opp,touches_opp,def pen_opp,att pen_opp,succ_opp,succ%_opp,tkld_opp,tkld%_opp,carries_opp,prgc_opp,cpa_opp,mis_opp,dis_opp,rec_opp,prgr_opp,crdy,crdr,2crdy,fls,pkwon,pkcon,og,recov,won,won%,crdy_opp,crdr_opp,2crdy_opp,fls_opp,pkwon_opp,pkcon_opp,og_opp,recov_opp,won_opp,won%_opp,xg_y,xga,poss_y,attendance,captain,formation,referee,match report_y,notes,team,season,xg
8,14/09/2022,20:00,Champions Lg,Group stage,Wed,Home,W,2,1,de Dortmund,2,12,3,25,0.17,0.67,17.3,0,0,0,1,1,0.08,1,1,Match Report,14/09/2022,20:00,Champions Lg,Group stage,Wed,Away,L,1,2,de Dortmund,1,5,2,40,0.2,0.5,12.2,0,0,0,0.7,0.7,0.13,0.3,0.3,Match Report,2,1,50,0,0.5,-0.5,0,0,0,1,5,20,4,12.5,25,7,0,0,1,37,3,1,33.3,0,1,-1,0,0,0,6,10,60,6,18.9,28.8,22,2,9.1,2,19.4,12228,3349,2,0.9,1.1,10,80,13,4,78,5599,2359,1,0.7,0.9,5,12,4,2,17,719,42,2,11,27,21,6,3,1,0,0,9,358,39,1,8,11,15,2,1,1,0,1,7,23,18,4,1,0,0,4,10,7,2,1,0,0,2,15,8,3,9,3,54.5,5,7,8,23,6,0,16,10,10,5,1,41.2,10,9,15,31,21,0,66,856,42,31,10,58.8,7,41.2,570,27,11,14,9,659,77,34,520,100,9,5,38.5,6,46.2,323,14,2,14,9,310,16,2,0,0,9,0,0,0,50,9,56.3,3,0,0,7,0,0,0,49,7,43.8,1,0.7,66,50441,İlkay Gündoğan,4/03/2003,Daniele Orsato,Match Report,,Manchester City,2022-2023,
9,17/09/2022,12:30,Premier League,Matchweek 8,Sat,Away,W,3,0,Wolves,3,16,7,43.8,0.19,0.43,19.4,0,0,0,1.1,1.1,0.07,1.9,1.9,Match Report,17/09/2022,12:30,Premier League,Matchweek 8,Sat,Home,L,0,3,Wolves,0,6,1,16.7,0,0,19.6,2,0,0,0.4,0.4,0.07,-0.4,-0.4,Match Report,1,1,100,1,0.1,0.1,0,0,0,1,3,33.3,4,7.7,24.2,7,1,14.3,2,15.5,7,4,57.1,0,2.3,-0.7,0,0,0,6,19,31.6,8,25.9,27.1,10,0,0,0,14,9988,3241,3,0.9,1.3,14,44,12,2,50,7367,2530,0,0.3,0.2,4,21,6,1,29,617,37,4,7,12,16,7,3,2,0,1,3,416,41,1,2,10,17,5,3,0,0,0,10,30,25,2,1,0,0,6,12,8,0,0,2,2,0,19,11,10,9,0,40.9,13,8,15,34,12,0,19,11,11,4,4,42.1,11,4,7,26,11,0,59,761,52,25,11,55,8,40,546,28,9,13,11,585,50,41,558,107,14,13,54.2,9,37.5,311,17,6,17,10,379,29,1,0,0,9,0,0,0,52,11,78.6,2,1,0,7,0,0,0,41,3,21.4,1.1,0.4,59,31578,Kevin De Bruyne,4/03/2003,Anthony Taylor,Match Report,,Manchester City,2022-2023,
10,2/10/2022,14:00,Premier League,Matchweek 9,Sun,Home,W,6,3,Manchester Utd,6,22,9,40.9,0.27,0.67,14.2,1,0,0,3.2,3.2,0.15,2.8,2.8,Match Report,2/10/2022,14:00,Premier League,Matchweek 9,Sun,Away,L,3,6,Manchester Utd,3,11,7,63.6,0.18,0.29,22.2,0,1,1,1.7,0.9,0.08,1.3,1.1,Match Report,8,5,75,0,2.9,-0.1,1,0,0,9,16,56.3,3,22.6,27.1,4,0,0,3,17.1,9,3,33.3,0,3.1,-2.9,0,0,0,0,9,0,2,20.7,30.7,9,0,0,0,,9597,2816,6,2.3,2.4,16,25,13,2,49,6847,1945,1,0.4,0.3,9,23,4,0,22,539,36,2,6,10,11,5,2,2,0,1,7,463,38,0,4,4,19,1,0,0,0,0,7,38,26,3,1,1,0,12,21,17,0,1,1,0,4,14,8,5,5,4,63.6,4,7,11,25,8,0,14,5,5,9,0,8.3,11,7,7,21,10,0,53,663,79,45,11,78.6,1,7.1,444,27,10,10,13,503,49,47,587,84,12,4,33.3,7,58.3,329,18,4,7,7,423,22,0,0,0,3,0,1,0,50,10,62.5,3,0,0,9,1,0,0,42,6,37.5,3.2,1.7,53,53475,İlkay Gündoğan,4/03/2003,Michael Oliver,Match Report,,Manchester City,2022-2023,
11,5/10/2022,20:00,Champions Lg,Group stage,Wed,Home,W,5,0,dk FC Copenhagen,4,29,15,51.7,0.1,0.2,19.2,1,1,1,4.3,3.5,0.13,-0.3,-0.5,Match Report,5/10/2022,20:00,Champions Lg,Group stage,Wed,Away,L,0,5,dk FC Copenhagen,0,2,0,0,0,,8.5,0,0,0,0.4,0.4,0.25,-0.4,-0.4,Match Report,0,0,,1,0,0,0,0,0,8,8,100,4,25.8,27.6,4,0,0,0,,16,12,75,0,4.4,0.4,1,0,0,4,23,17.4,4,60,40.7,15,1,6.7,0,11,13799,3464,3,2.1,2.1,22,80,19,3,74,3995,1505,0,0.5,0.3,2,9,2,1,9,859,30,1,3,19,15,7,1,0,1,0,6,267,31,0,3,4,9,1,1,0,0,0,4,55,47,2,1,2,0,7,3,1,1,0,0,0,0,11,6,1,7,3,50,6,4,3,14,2,0,16,9,12,3,1,47.1,9,4,8,24,24,0,75,985,33,54,9,47.4,8,42.1,670,40,13,6,8,811,72,25,397,83,5,6,46.2,6,46.2,139,4,1,9,5,225,9,0,0,0,7,1,0,0,43,12,66.7,1,0,0,6,0,1,1,28,6,33.3,4.3,0.4,75,51765,İlkay Gündoğan,4/04/2002,Donatas Rumšas,Match Report,,Manchester City,2022-2023,
12,8/10/2022,15:00,Premier League,Matchweek 10,Sat,Home,W,4,0,Southampton,4,21,8,38.1,0.19,0.5,13.9,0,0,0,2.4,2.4,0.12,1.6,1.6,Match Report,8/10/2022,15:00,Premier League,Matchweek 10,Sat,Away,L,0,4,Southampton,0,5,0,0,0,,28.1,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Match Report,0,0,,1,0,0,0,0,0,4,7,57.1,4,20.6,25.6,5,1,20,0,11,8,4,50,0,1.3,-2.7,0,0,0,10,33,30.3,8,43.9,34.5,15,2,13.3,0,9.2,12213,3701,4,1.9,1.1,16,46,14,3,66,6233,2045,0,0.1,0.1,2,19,1,0,24,746,35,2,8,21,12,9,4,2,0,1,15,387,33,0,0,9,10,1,1,0,0,1,5,35,28,2,3,0,0,8,5,3,0,0,0,0,0,15,8,6,8,1,78.6,3,6,8,23,6,0,19,9,11,7,1,50,7,14,11,30,21,0,65,879,59,54,7,41.2,7,41.2,554,28,17,10,12,682,66,35,542,113,3,3,21.4,11,78.6,303,13,2,14,4,332,24,0,0,0,4,0,0,0,57,11,52.4,1,0,0,8,0,0,0,44,10,47.6,2.4,0.2,65,53365,Kevin De Bruyne,4-2-3-1,Andy Madley,Match Report,,Manchester City,2022-2023,
13,11/10/2022,18:45,Champions Lg,Group stage,Tue,Away,D,0,0,dk FC Copenhagen,0,13,3,23.1,0,0,21.7,0,0,1,1.6,0.9,0.07,-1.6,-0.9,Match Report,11/10/2022,18:45,Champions Lg,Group stage,Tue,Home,D,0,0,dk FC Copenhagen,0,6,1,16.7,0,0,26.6,1,0,0,0.3,0.3,0.05,-0.3,-0.3,Match Report,1,1,100,1,0.1,0.1,0,0,0,4,12,33.3,6,25.8,29.8,8,1,12.5,2,17,4,3,100,1,1.7,1.7,0,1,0,5,10,50,3,29.2,30.3,15,2,13.3,3,17.4,10006,2418,0,0.6,0.5,10,47,1,1,30,6976,2091,0,0.1,0.2,2,25,2,0,33,628,47,0,5,17,17,8,4,3,0,2,8,439,34,1,7,10,15,4,3,1,0,1,7,22,14,3,1,0,0,0,9,7,0,0,1,0,0,11,8,6,4,1,75,2,6,4,15,10,0,8,3,5,2,1,40,3,8,10,18,14,0,59,763,64,13,3,37.5,2,25,505,27,4,11,6,595,29,41,555,58,7,2,22.2,6,66.7,273,9,1,10,5,389,33,1,1,0,6,0,0,0,45,14,58.3,2,0,0,13,0,1,0,50,10,41.7,1.6,0.3,59,35447,İlkay Gündoğan,4-2-3-1,Artur Dias,Match Report,,Manchester City,2022-2023,
14,16/10/2022,16:30,Premier League,Matchweek 11,Sun,Away,L,0,1,Liverpool,0,16,6,37.5,0,0,18.4,0,0,0,1,1,0.06,-1,-1,Match Report,16/10/2022,16:30,Premier League,Matchweek 11,Sun,Home,W,1,0,Liverpool,1,13,2,15.4,0.08,0.5,17.5,0,0,0,2.1,2.1,0.16,-1.1,-1.1,Match Report,2,1,50,0,0.7,-0.3,0,0,0,1,2,50,4,6.3,24.3,11,0,0,1,19,6,6,100,1,1.3,1.3,0,0,0,4,10,40,6,21.6,29.4,21,1,4.8,2,20,11808,4176,0,0.9,1.2,12,53,17,4,76,6085,2418,1,1.9,1.6,10,23,9,1,36,701,50,0,4,26,19,6,4,0,0,0,10,406,34,2,5,13,14,5,2,3,0,3,14,30,26,3,0,0,0,0,21,17,0,1,1,1,1,20,14,6,13,1,62.5,3,14,7,27,15,1,23,12,12,10,1,50,8,8,11,34,29,0,63,877,84,35,8,44.4,8,44.4,478,31,8,15,15,643,75,37,565,109,25,3,33.3,5,55.6,295,12,9,18,15,330,36,1,0,0,7,0,0,0,62,15,60,3,0,0,10,0,0,0,63,10,40,1,2.1,63,53286,İlkay Gündoğan,3/04/2003,Anthony Taylor,Match Report,,Manchester City,2022-2023,
15,22/10/2022,15:00,Premier League,Matchweek 13,Sat,Home,W,3,1,Brighton,3,9,3,33.3,0.22,0.67,15,0,1,1,1.6,0.8,0.09,1.4,1.2,Match Report,22/10/2022,15:00,Premier League,Matchweek 13,Sat,Away,L,1,3,Brighton,1,8,2,25,0.13,0.5,19.8,0,0,0,0.5,0.5,0.06,0.5,0.5,Match Report,2,1,50,0,0.3,-0.7,0,0,0,4,20,20,5,31.9,33.4,13,2,15.4,4,18.5,4,1,50,0,2,-1,1,0,0,3,11,27.3,6,25,33.4,9,0,0,0,,6597,2127,2,0.8,1.2,8,22,10,0,38,8050,2553,1,0.4,0.4,6,28,6,0,37,430,41,3,1,11,9,6,0,4,0,0,5,466,49,1,3,16,22,3,2,1,0,4,9,20,13,3,0,2,0,6,14,10,1,2,0,1,2,14,9,6,6,2,53.8,6,9,8,22,12,1,16,6,9,6,1,45.5,6,4,9,25,12,1,48,558,65,27,6,42.9,5,35.7,323,12,3,8,11,372,38,52,601,97,14,6,35.3,7,41.2,340,9,4,12,7,423,36,1,0,0,11,1,0,0,51,1,11.1,3,0,0,12,0,1,0,46,8,88.9,1.6,0.5,48,53223,Kevin De Bruyne,4/03/2003,Craig Pawson,Match Report,,Manchester City,2022-2023,
16,25/10/2022,21:00,Champions Lg,Group stage,Tue,Away,D,0,0,de Dortmund,0,7,2,28.6,0,0,19.8,0,0,1,1.2,0.4,0.06,-1.2,-0.4,Match Report,25/10/2022,21:00,Champions Lg,Group stage,Tue,Home,D,0,0,de Dortmund,0,11,4,36.4,0,0,20.2,2,0,0,1.2,1.2,0.11,-1.2,-1.2,Match Report,4,4,100,1,0.3,0.3,0,0,0,1,2,50,5,11.1,24.3,1,0,0,1,27,3,2,100,1,1.4,1.4,0,1,0,7,14,50,2,44.4,32.2,11,0,0,0,9,13672,3676,0,0.4,0.7,7,84,11,1,77,5025,2032,0,1,0.7,8,18,4,0,22,907,33,1,3,16,17,3,2,1,0,3,16,331,23,2,1,3,8,0,0,0,0,3,5,14,10,2,0,2,0,0,19,15,0,0,1,1,0,19,12,11,5,3,66.7,4,5,13,32,4,0,12,9,5,7,0,40,6,16,6,18,12,0,73,1029,44,19,6,46.2,4,30.8,688,12,1,11,8,855,77,27,458,63,16,4,28.6,8,57.1,199,13,5,17,11,284,22,4,0,0,10,1,0,0,52,8,53.3,1,0,0,5,0,1,0,58,7,46.7,1.2,1.2,73,81000,İlkay Gündoğan,4/04/2002,Davide Massa,Match Report,,Manchester City,2022-2023,
17,29/10/2022,12:30,Premier League,Matchweek 14,Sat,Away,W,1,0,Leicester City,1,15,5,33.3,0.07,0.2,20.8,1,0,0,1,1,0.07,0,0,Match Report,29/10/2022,12:30,Premier League,Matchweek 14,Sat,Home,L,0,1,Leicester City,0,10,5,50,0,0,16.4,0,0,0,0.7,0.7,0.07,-0.7,-0.7,Match Report,5,5,100,1,0.4,0.4,0,0,0,1,5,20,7,17.4,25.4,8,0,0,1,25.5,5,4,80,0,0.7,-0.3,0,0,0,5,21,23.8,10,40,33.8,24,1,4.2,1,16,10842,2413,0,0.9,1.3,13,69,16,4,64,5930,2167,0,0.7,0.4,8,20,5,2,21,706,34,1,7,29,13,10,5,1,1,2,19,373,42,0,1,9,11,3,2,0,0,0,5,28,24,3,0,1,0,2,16,10,2,0,2,1,0,7,4,3,1,3,50,3,5,6,13,6,1,12,9,7,3,2,66.7,3,13,3,15,20,0,64,818,47,24,3,27.3,6,54.5,456,25,5,11,6,647,63,36,509,97,13,3,42.9,3,42.9,240,9,5,13,4,332,21,0,0,0,10,0,0,0,45,13,54.2,0,0,0,5,0,0,0,31,11,45.8,1,0.7,64,32223,İlkay Gündoğan,4/03/2003,Robert Jones,Match Report,,Manchester City,2022-2023,
18,2/11/2022,20:00,Champions Lg,Group stage,Wed,Home,W,3,1,es Sevilla,3,21,7,33.3,0.14,0.43,15.9,0,0,0,2,2,0.1,1,1,Match Report,2/11/2022,20:00,Champions Lg,Group stage,Wed,Away,L,1,3,es Sevilla,1,7,2,28.6,0.14,0.5,14,0,0,0,0.4,0.4,0.06,0.6,0.6,Match Report,2,1,50,0,0.7,-0.3,0,0,0,2,3,66.7,1,8.3,19.1,4,1,25,4,22.5,7,4,57.1,0,2.5,-0.5,0,0,0,7,18,38.9,6,16.7,25.7,20,4,20,0,7.3,10772,2539,3,1.8,2,17,69,12,2,56,6806,2202,1,0.4,0.1,6,12,4,2,17,666,36,2,9,28,15,7,2,3,0,1,7,400,41,0,4,5,12,1,0,1,0,0,8,38,27,4,1,3,1,5,13,12,1,0,0,0,1,9,5,2,6,1,66.7,2,8,4,13,1,1,8,5,6,2,0,44.4,5,6,5,13,26,4,61,777,28,39,5,45.5,4,36.4,549,26,7,10,4,617,55,39,542,127,9,2,33.3,4,66.7,296,8,2,12,5,375,17,0,0,0,9,0,0,0,45,10,62.5,0,0,0,7,0,0,0,27,6,37.5,2,0.4,61,51610,İlkay Gündoğan,4/03/2003,Orel Grinfeeld,Match Report,,Manchester City,2022-2023,
19,5/11/2022,15:00,Premier League,Matchweek 15,Sat,Home,W,2,1,Fulham,2,15,4,26.7,0.07,0.25,18.1,1,1,1,2.1,1.3,0.09,-0.1,-0.3,Match Report,5/11/2022,15:00,Premier League,Matchweek 15,Sat,Away,L,1,2,Fulham,1,3,1,33.3,0,0,26.2,0,1,1,1,0.2,0.05,0,-0.2,Match Report,2,1,100,0,1.3,0.3,1,0,0,3,7,42.9,2,15.8,23.7,6,0,0,0,,5,3,80,0,1.8,-0.2,1,0,0,6,12,50,9,33.3,32.3,21,1,4.8,0,9.3,10813,2995,1,1.2,1.6,12,53,13,4,45,4830,1765,0,0.2,0.2,3,12,4,1,17,723,41,3,5,25,20,9,4,4,0,3,9,291,30,1,6,6,11,0,0,0,0,0,5,32,25,2,0,3,0,4,7,6,0,0,1,0,2,16,2,4,9,3,100,0,5,5,21,4,0,15,11,10,4,1,70.6,5,8,5,20,21,0,70,861,47,34,5,22.7,12,54.5,616,28,6,17,3,670,45,30,430,83,7,0,0,12,100,237,12,2,13,4,250,17,2,1,0,6,1,1,0,51,12,54.5,4,0,0,11,1,1,0,37,10,45.5,2.1,1,70,52395,İlkay Gündoğan,4/03/2003,Darren England,Match Report,,Manchester City,2022-2023,
20,9/11/2022,20:00,EFL Cup,Third round,Wed,Home,W,2,0,Chelsea,2,18,9,50,0.11,0.22,,,0,0,,,,,,Match Report,9/11/2022,20:00,EFL Cup,Third round,Wed,Away,L,0,2,Chelsea,0,15,5,33.3,0,0,,,0,0,,,,,,Match Report,5,5,100,1,,,0,0,0,,,,,,,,,,,,9,7,77.8,0,,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,0,,,,,,,,,,,,17,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,8,0,,,,8,,,,,,,10,0,,,55,,,,,,,,,,,,,,,45,,,,,,,,,,,,,,,1,0,0,13,,,0,,,,3,0,0,9,,,0,,,,,,55,35674,İlkay Gündoğan,4-2-3-1,Simon Hooper,Match Report,,Manchester City,2022-2023,
21,12/11/2022,12:30,Premier League,Matchweek 16,Sat,Home,L,1,2,Brentford,1,29,6,20.7,0.03,0.17,20.9,0,0,0,1.6,1.6,0.06,-0.6,-0.6,Match Report,12/11/2022,12:30,Premier League,Matchweek 16,Sat,Away,W,2,1,Brentford,2,10,7,70,0.2,0.29,15.2,0,0,0,1.3,1.3,0.13,0.7,0.7,Match Report,7,5,71.4,0,2.4,0.4,0,0,0,3,5,60,8,14.8,27.8,10,3,30,1,12.4,6,5,83.3,0,1.4,0.4,0,0,0,23,42,54.8,1,90,56.5,31,2,6.5,1,16.6,9380,2689,1,1.4,2.4,21,43,27,2,68,3198,1960,1,1.2,1.2,8,23,7,3,17,642,42,3,4,38,16,10,0,10,0,2,9,197,38,3,4,11,7,2,2,0,0,2,3,51,43,2,0,0,1,2,17,12,3,1,1,0,4,9,7,5,2,2,55.6,4,4,3,12,12,0,11,3,8,3,0,42.9,8,8,9,20,47,0,74,790,53,61,8,47.1,6,35.3,524,48,9,9,5,555,67,26,385,118,26,4,40,5,50,129,9,3,13,4,134,17,2,0,0,9,0,0,0,47,22,52.4,2,0,0,7,0,0,0,42,20,47.6,1.6,1.3,74,52786,İlkay Gündoğan,4/03/2003,Peter Bankes,Match Report,,Manchester City,2022-2023,
22,22/12/2022,20:00,EFL Cup,Fourth round,Thu,Home,W,3,2,Liverpool,3,18,9,50,0.17,0.33,,,0,0,,,,,,Match Report,22/12/2022,20:00,EFL Cup,Fourth round,Thu,Away,L,2,3,Liverpool,2,7,2,28.6,0.29,1,,,0,0,,,,,,Match Report,2,0,0,0,,,0,0,0,,,,,,,,,,,,8,5,62.5,0,,,0,0,0,,,,,,,,,,,,,,3,,,,,,,,,,2,,,,,,,,,,,,23,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,12,0,,,,11,,,,,,,9,0,,,57,,,,,,,,,,,,,,,44,,,,,,,,,,,,,,,1,0,0,6,,,0,,,,3,0,0,10,,,0,,,,,,57,47149,İlkay Gündoğan,4/03/2003,David Coote,Match Report,,Manchester City,2022-2023,
23,28/12/2022,20:00,Premier League,Matchweek 17,Wed,Away,W,3,1,Leeds United,3,26,9,34.6,0.12,0.33,16,0,0,0,4.3,4.3,0.17,-1.3,-1.3,Match Report,28/12/2022,20:00,Premier League,Matchweek 17,Wed,Home,L,1,3,Leeds United,1,9,1,11.1,0.11,1,19.3,2,0,0,0.6,0.6,0.06,0.4,0.4,Match Report,1,0,0,0,0.3,-0.7,0,0,0,3,7,42.9,5,17.9,28.1,7,1,14.3,1,16.3,9,6,66.7,0,2.8,-0.2,0,0,0,4,18,22.2,6,50,39.9,9,1,11.1,3,19,11169,3246,2,3.7,1.7,22,32,12,2,52,3806,1591,1,0.4,0.5,5,16,4,0,32,691,48,4,3,12,24,5,4,0,0,1,12,292,46,0,1,8,17,3,3,0,0,0,11,47,33,5,1,3,1,5,14,8,1,2,2,0,1,13,7,4,5,4,50,6,11,5,18,10,0,13,6,5,6,2,27.3,8,13,4,17,20,1,69,830,70,35,8,53.3,3,20,529,21,6,13,10,637,52,31,450,61,17,6,40,6,40,202,7,3,17,7,245,32,3,0,0,14,0,0,0,48,7,58.3,3,0,0,11,0,0,0,43,5,41.7,4.3,0.6,69,36889,İlkay Gündoğan,4/03/2003,Stuart Attwell,Match Report,,Manchester City,2022-2023,
24,31/12/2022,15:00,Premier League,Matchweek 18,Sat,Home,D,1,1,Everton,1,16,3,18.8,0.06,0.33,15.4,0,0,0,1.7,1.7,0.11,-0.7,-0.7,Match Report,31/12/2022,15:00,Premier League,Matchweek 18,Sat,Away,D,1,1,Everton,1,2,1,50,0.5,1,25.1,0,0,0,0.1,0.1,0.05,0.9,0.9,Match Report,1,0,0,0,0.6,-0.4,0,0,0,0,0,,4,0,20.4,8,0,0,2,21,3,2,66.7,0,1.2,0.2,0,0,0,5,24,20.8,1,70.4,52,24,1,4.2,0,5.5,10764,2963,1,1.8,1.8,16,52,16,3,71,3712,1420,1,0.1,0.1,2,8,4,1,16,673,52,3,6,32,27,7,3,2,1,3,15,225,35,0,1,10,11,1,1,0,0,2,4,30,23,2,1,1,0,2,3,2,0,0,0,1,2,13,7,0,7,6,57.1,3,4,3,16,8,0,13,7,12,1,0,60,4,12,11,24,36,0,74,793,20,41,4,36.4,6,54.5,532,33,8,11,7,628,71,26,376,86,6,3,33.3,4,44.4,217,8,1,15,9,196,16,3,0,0,13,0,0,0,43,9,56.3,4,0,0,14,0,0,0,41,7,43.8,1.7,0.1,74,53444,Kevin De Bruyne,4/03/2003,Andy Madley,Match Report,,Manchester City,2022-2023,
25,5/01/2023,20:00,Premier League,Matchweek 19,Thu,Away,W,1,0,Chelsea,1,12,3,25,0.08,0.33,16,0,0,0,2.1,2.1,0.17,-1.1,-1.1,Match Report,5/01/2023,20:00,Premier League,Matchweek 19,Thu,Home,L,0,1,Chelsea,0,8,2,25,0,0,17.2,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Match Report,2,2,100,1,0.6,0.6,0,0,0,5,12,41.7,6,36.4,34.1,13,0,0,0,,3,2,66.7,0,1.2,0.2,0,0,0,4,11,36.4,7,24.2,28.7,11,2,18.2,3,19,9843,3225,1,1.9,1.3,9,59,11,1,63,7655,2443,0,0.4,0.6,7,20,7,3,23,612,37,1,1,14,17,2,0,0,0,1,1,554,38,0,2,16,16,3,2,1,0,2,11,20,15,0,3,0,1,2,15,14,0,0,0,0,0,19,13,8,6,5,53.8,6,10,10,29,15,0,28,11,16,10,2,53.3,7,1,13,41,14,1,52,765,46,23,7,38.9,8,44.4,467,9,4,15,20,562,63,48,692,81,13,6,40,7,46.7,488,20,2,13,12,494,23,0,0,0,9,0,0,0,60,12,60,2,0,0,9,0,0,0,58,8,40,2.1,0.4,52,39998,İlkay Gündoğan,3-2-4-1,Paul Tierney,Match Report,,Manchester City,2022-2023,
26,8/01/2023,16:30,FA Cup,Third round proper,Sun,Home,W,4,0,Chelsea,4,9,7,77.8,0.22,0.29,,,2,2,,,,,,Match Report,8/01/2023,16:30,FA Cup,Third round proper,Sun,Away,L,0,4,Chelsea,0,3,1,33.3,0,0,,,0,0,,,,,,Match Report,1,1,100,1,,,0,0,0,,,,,,,,,,,,5,3,60,0,,,2,0,0,,,,,,,,,,,,,,1,,,,,,,,,,0,,,,,,,,,,,,6,,,,,,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,5,0,,,,16,,,,,,,6,0,,,58,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,3,0,0,10,,,0,,,,1,0,0,10,,,0,,,,,,58,51505,Kyle Walker,4/03/2003,Robert Jones,Match Report,,Manchester City,2022-2023,
27,11/01/2023,20:00,EFL Cup,Quarter-finals,Wed,Away,L,0,2,Southampton,0,7,0,0,0,,,,0,0,,,,,,Match Report,11/01/2023,20:00,EFL Cup,Quarter-finals,Wed,Home,W,2,0,Southampton,2,12,4,33.3,0.17,0.5,,,0,0,,,,,,Match Report,4,2,50,0,,,0,0,0,,,,,,,,,,,,0,0,,1,,,0,0,0,,,,,,,,,,,,,,0,,,,,,,,,,2,,,,,,,,,,,,18,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,9,0,,,,12,,,,,,,10,0,,,72,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,,0,0,0,5,,,0,,,,2,0,0,10,,,0,,,,,,72,22996,İlkay Gündoğan,4/03/2003,Peter Bankes,Match Report,,Manchester City,2022-2023,
28,14/01/2023,12:30,Premier League,Matchweek 20,Sat,Away,L,1,2,Manchester Utd,1,5,1,20,0.2,1,19.2,0,0,0,0.6,0.6,0.13,0.4,0.4,Match Report,14/01/2023,12:30,Premier League,Matchweek 20,Sat,Home,W,2,1,Manchester Utd,2,8,3,37.5,0.25,0.67,14.8,0,0,0,1.7,1.7,0.21,0.3,0.3,Match Report,3,1,33.3,0,1.6,-0.4,0,0,0,4,7,57.1,6,12.5,24.7,4,2,50,2,16.3,1,0,0,0,0.9,-0.1,0,0,0,7,21,33.3,4,54.1,38.1,13,0,0,1,22.5,11335,2983,1,0.5,1.7,4,34,10,2,42,4220,1831,2,1.7,1.1,8,14,5,0,17,733,43,0,5,20,13,2,1,0,0,2,8,307,25,4,3,4,14,1,0,0,0,6,7,10,10,0,0,0,0,2,16,15,0,1,0,0,4,6,1,1,4,1,10,9,7,4,10,5,0,15,8,11,4,0,50,6,5,6,21,29,0,70,850,70,26,6,33.3,6,33.3,563,38,3,8,9,666,41,30,425,77,15,9,81.8,1,9.1,178,12,6,7,5,246,17,0,0,0,5,0,0,0,43,10,52.6,3,0,0,15,0,0,0,46,9,47.4,0.6,1.7,70,75546,Kevin De Bruyne,4/03/2003,Stuart Attwell,Match Report,,Manchester City,2022-2023,
