,Day,Date,team,team_opp,season,score,score_opp,home,result,Squad,# Pl,Age,MP,Starts,Gls,Ast,G+A,G-PK,PK,PKatt,Gls90,Ast90,G+A90,G-PK90,G+A-PK,Min%,Subs,Mn/Sub,PPM,onG,onGA,+/-,# Pl,Min,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,SoT,SoT/90,G/SoT,Fls,Squad_opp,# Pl_opp,Age_opp,MP_opp,Starts_opp,Gls_opp,Ast_opp,G+A_opp,G-PK_opp,PK_opp,PKatt_opp,Gls90_opp,Ast90_opp,G+A90_opp,G-PK90_opp,G+A-PK_opp,season_opp,Min%_opp,Subs_opp,Mn/Sub_opp,PPM_opp,onG_opp,onGA_opp,+/-_opp,# Pl_opp,Min_opp,GA_opp,GA90_opp,SoTA_opp,Saves_opp,Save%_opp,W_opp,D_opp,L_opp,CS_opp,CS%_opp,SoT_opp,SoT/90_opp,G/SoT_opp,Fls_opp
1216,Wed,2015-05-13,Real Madrid,Juventus,2014,1,1,1,2,Real Madrid,23,26.4,12,132,23,19,42,20,3,4,1.92,1.58,3.5,1.67,3.25,100,32,0,2.17,24,9,15,2,1080,9,0.75,46,37,80.4,8,2,2,7,58.3,85,7.08,0.24,108,Juventus,24,29.3,13,143,16,11,27,14,2,3,1.23,0.85,2.08,1.08,1.92,2014,100,35,0,1.85,17,10,7,1,1170,10,0.77,49,39,79.6,7,3,3,6,46.2,68,5.23,0.21,180
1217,Wed,2015-05-13,Juventus,Real Madrid,2014,1,1,0,2,Juventus,24,29.3,13,143,16,11,27,14,2,3,1.23,0.85,2.08,1.08,1.92,100,35,0,1.85,17,10,7,1,1170,10,0.77,49,39,79.6,7,3,3,6,46.2,68,5.23,0.21,180,Real Madrid,23,26.4,12,132,23,19,42,20,3,4,1.92,1.58,3.5,1.67,3.25,2014,100,32,0,2.17,24,9,15,2,1080,9,0.75,46,37,80.4,8,2,2,7,58.3,85,7.08,0.24,108
1218,Sat,2015-06-06,Barcelona,Juventus,2014,3,1,0,1,Barcelona,22,26.8,13,143,31,26,57,31,0,1,2.38,2.0,4.38,2.38,4.38,100,38,0,2.54,31,11,20,1,1170,11,0.85,41,30,73.2,11,0,2,6,46.2,81,6.23,0.38,143,Juventus,24,29.3,13,143,16,11,27,14,2,3,1.23,0.85,2.08,1.08,1.92,2014,100,35,0,1.85,17,10,7,1,1170,10,0.77,49,39,79.6,7,3,3,6,46.2,68,5.23,0.21,180
1219,Sat,2015-06-06,Juventus,Barcelona,2014,1,3,1,0,Juventus,24,29.3,13,143,16,11,27,14,2,3,1.23,0.85,2.08,1.08,1.92,100,35,0,1.85,17,10,7,1,1170,10,0.77,49,39,79.6,7,3,3,6,46.2,68,5.23,0.21,180,Barcelona,22,26.8,13,143,31,26,57,31,0,1,2.38,2.0,4.38,2.38,4.38,2014,100,38,0,2.54,31,11,20,1,1170,11,0.85,41,30,73.2,11,0,2,6,46.2,81,6.23,0.38,143
1220,Tue,2015-09-15,Wolfsburg,CSKA Moscow,2015,1,0,1,1,Wolfsburg,22,27.0,10,110,14,10,24,13,1,1,1.4,1.0,2.4,1.3,2.3,100,30,0,2.1,15,11,4,2,900,11,1.1,53,42,79.2,7,0,3,5,50.0,46,4.6,0.28,104,CSKA Moscow,19,28.0,10,66,5,3,8,2,3,4,0.83,0.5,1.33,0.33,0.83,2015,100,14,0,1.1,14,16,-2,1,540,9,1.5,39,30,76.9,3,2,5,0,0.0,19,3.17,0.11,57
1221,Tue,2015-09-15,Benfica,FC Astana,2015,2,0,1,1,Benfica,25,26.6,10,110,15,12,27,15,0,0,1.5,1.2,2.7,1.5,2.7,100,29,0,1.7,15,12,3,2,900,12,1.2,50,38,76.0,5,2,3,2,20.0,53,5.3,0.28,137,FC Astana,21,26.9,12,66,3,3,6,3,0,0,0.5,0.5,1.0,0.5,1.0,2015,100,18,0,1.25,14,17,-3,1,540,11,1.83,47,36,76.6,3,6,3,1,8.3,25,4.17,0.12,77
1222,Tue,2015-09-15,Galatasaray,Atl̩tico Madrid,2015,0,2,1,0,Galatasaray,19,29.2,6,66,5,4,9,4,1,1,0.83,0.67,1.5,0.67,1.33,100,17,0,0.83,6,10,-4,1,540,10,1.67,48,38,79.2,1,2,3,0,0.0,27,4.5,0.15,71,Atl̩tico Madrid,23,26.3,13,143,16,13,29,15,1,1,1.17,0.95,2.12,1.1,2.05,2015,100,36,0,1.69,17,8,9,1,1230,8,0.59,61,53,86.9,6,4,3,8,61.5,77,5.63,0.19,156
1223,Tue,2015-09-15,Real Madrid,Shakhtar,2015,4,0,1,1,Real Madrid,22,26.7,13,143,27,17,44,25,2,0,2.03,1.27,3.3,1.87,3.15,100,36,0,2.31,28,6,22,2,1200,6,0.45,50,44,88.0,9,3,1,10,76.9,94,7.05,0.27,142,Shakhtar,22,27.5,10,66,7,4,11,5,2,2,1.17,0.67,1.83,0.83,1.5,2015,100,17,0,1.1,13,16,-3,2,540,14,2.33,38,24,63.2,3,2,5,1,10.0,26,4.33,0.19,68
1224,Tue,2015-09-15,Paris S-G,Malm̦,2015,2,0,1,1,Paris S-G,21,27.9,10,110,17,15,32,17,0,1,1.7,1.5,3.2,1.7,3.2,100,26,0,2.0,18,6,12,1,900,6,0.6,40,34,85.0,6,2,2,5,50.0,52,5.2,0.33,115,Malm̦,19,26.8,12,66,1,1,2,1,0,2,0.17,0.17,0.33,0.17,0.33,2015,100,15,0,1.08,9,26,-17,1,540,21,3.5,54,33,61.1,4,1,7,1,8.3,18,3.0,0.06,69
1225,Tue,2015-09-15,Atl̩tico Madrid,Galatasaray,2015,2,0,0,1,Atl̩tico Madrid,23,26.3,13,143,16,13,29,15,1,1,1.17,0.95,2.12,1.1,2.05,100,36,0,1.69,17,8,9,1,1230,8,0.59,61,53,86.9,6,4,3,8,61.5,77,5.63,0.19,156,Galatasaray,19,29.2,6,66,5,4,9,4,1,1,0.83,0.67,1.5,0.67,1.33,2015,100,17,0,0.83,6,10,-4,1,540,10,1.67,48,38,79.2,1,2,3,0,0.0,27,4.5,0.15,71
1226,Tue,2015-09-15,Shakhtar,Real Madrid,2015,0,4,0,0,Shakhtar,22,27.5,10,66,7,4,11,5,2,2,1.17,0.67,1.83,0.83,1.5,100,17,0,1.1,13,16,-3,2,540,14,2.33,38,24,63.2,3,2,5,1,10.0,26,4.33,0.19,68,Real Madrid,22,26.7,13,143,27,17,44,25,2,0,2.03,1.27,3.3,1.87,3.15,2015,100,36,0,2.31,28,6,22,2,1200,6,0.45,50,44,88.0,9,3,1,10,76.9,94,7.05,0.27,142
1227,Tue,2015-09-15,Malm̦,Paris S-G,2015,0,2,0,0,Malm̦,19,26.8,12,66,1,1,2,1,0,2,0.17,0.17,0.33,0.17,0.33,100,15,0,1.08,9,26,-17,1,540,21,3.5,54,33,61.1,4,1,7,1,8.3,18,3.0,0.06,69,Paris S-G,21,27.9,10,110,17,15,32,17,0,1,1.7,1.5,3.2,1.7,3.2,2015,100,26,0,2.0,18,6,12,1,900,6,0.6,40,34,85.0,6,2,2,5,50.0,52,5.2,0.33,115
1228,Tue,2015-09-15,Manchester City,Juventus,2015,1,2,1,0,Manchester City,22,28.4,12,132,16,13,29,15,1,1,1.33,1.08,2.42,1.25,2.33,100,33,0,1.75,18,12,6,2,1080,12,1.0,60,48,80.0,6,3,3,3,25.0,51,4.25,0.29,156,Juventus,20,28.7,8,88,10,7,17,10,0,0,1.2,0.84,2.04,1.2,2.04,2015,100,21,0,1.5,10,9,1,1,750,9,1.08,36,27,75.0,3,3,2,3,37.5,45,5.4,0.22,105
1229,Tue,2015-09-15,Manchester Utd,PSV Eindhoven,2015,1,2,0,0,Manchester Utd,23,25.6,8,66,6,5,11,5,1,1,1.0,0.83,1.83,0.83,1.67,100,18,0,1.75,14,8,6,1,540,7,1.17,28,21,75.0,4,2,2,2,25.0,33,5.5,0.15,76,PSV Eindhoven,22,24.1,8,88,8,8,16,8,0,1,0.96,0.96,1.92,0.96,1.92,2015,100,20,0,1.5,8,7,1,1,750,7,0.84,40,33,82.5,3,3,2,4,50.0,29,3.48,0.28,99
1230,Tue,2015-09-15,M'Gladbach,Sevilla,2015,0,3,0,0,M'Gladbach,21,25.4,6,66,8,8,16,8,0,1,1.33,1.33,2.67,1.33,2.67,100,16,0,0.83,8,12,-4,1,540,12,2.0,32,20,62.5,1,2,3,1,16.7,31,5.17,0.26,76,Sevilla,19,27.0,6,66,8,4,12,5,3,4,1.33,0.67,2.0,0.83,1.5,2015,100,18,0,1.0,8,11,-3,1,540,11,1.83,46,35,76.1,2,0,4,2,33.3,24,4.0,0.21,56
1231,Tue,2015-09-15,FC Astana,Benfica,2015,0,2,0,0,FC Astana,21,26.9,12,66,3,3,6,3,0,0,0.5,0.5,1.0,0.5,1.0,100,18,0,1.25,14,17,-3,1,540,11,1.83,47,36,76.6,3,6,3,1,8.3,25,4.17,0.12,77,Benfica,25,26.6,10,110,15,12,27,15,0,0,1.5,1.2,2.7,1.5,2.7,2015,100,29,0,1.7,15,12,3,2,900,12,1.2,50,38,76.0,5,2,3,2,20.0,53,5.3,0.28,137
1232,Tue,2015-09-15,Juventus,Manchester City,2015,2,1,0,1,Juventus,20,28.7,8,88,10,7,17,10,0,0,1.2,0.84,2.04,1.2,2.04,100,21,0,1.5,10,9,1,1,750,9,1.08,36,27,75.0,3,3,2,3,37.5,45,5.4,0.22,105,Manchester City,22,28.4,12,132,16,13,29,15,1,1,1.33,1.08,2.42,1.25,2.33,2015,100,33,0,1.75,18,12,6,2,1080,12,1.0,60,48,80.0,6,3,3,3,25.0,51,4.25,0.29,156
1233,Tue,2015-09-15,PSV Eindhoven,Manchester Utd,2015,2,1,1,1,PSV Eindhoven,22,24.1,8,88,8,8,16,8,0,1,0.96,0.96,1.92,0.96,1.92,100,20,0,1.5,8,7,1,1,750,7,0.84,40,33,82.5,3,3,2,4,50.0,29,3.48,0.28,99,Manchester Utd,23,25.6,8,66,6,5,11,5,1,1,1.0,0.83,1.83,0.83,1.67,2015,100,18,0,1.75,14,8,6,1,540,7,1.17,28,21,75.0,4,2,2,2,25.0,33,5.5,0.15,76
1234,Tue,2015-09-15,Sevilla,M'Gladbach,2015,3,0,1,1,Sevilla,19,27.0,6,66,8,4,12,5,3,4,1.33,0.67,2.0,0.83,1.5,100,18,0,1.0,8,11,-3,1,540,11,1.83,46,35,76.1,2,0,4,2,33.3,24,4.0,0.21,56,M'Gladbach,21,25.4,6,66,8,8,16,8,0,1,1.33,1.33,2.67,1.33,2.67,2015,100,16,0,0.83,8,12,-4,1,540,12,2.0,32,20,62.5,1,2,3,1,16.7,31,5.17,0.26,76
1235,Tue,2015-09-15,CSKA Moscow,Wolfsburg,2015,0,1,0,0,CSKA Moscow,19,28.0,10,66,5,3,8,2,3,4,0.83,0.5,1.33,0.33,0.83,100,14,0,1.1,14,16,-2,1,540,9,1.5,39,30,76.9,3,2,5,0,0.0,19,3.17,0.11,57,Wolfsburg,22,27.0,10,110,14,10,24,13,1,1,1.4,1.0,2.4,1.3,2.3,2015,100,30,0,2.1,15,11,4,2,900,11,1.1,53,42,79.2,7,0,3,5,50.0,46,4.6,0.28,104
1236,Wed,2015-09-16,Gent,Lyon,2015,1,1,1,2,Gent,18,25.9,8,88,10,7,17,9,1,1,1.25,0.87,2.12,1.13,2.0,100,22,0,1.25,10,11,-1,1,720,11,1.37,36,25,69.4,3,1,4,1,12.5,38,4.75,0.24,126,Lyon,21,25.9,6,66,5,5,10,5,0,1,0.83,0.83,1.67,0.83,1.67,2015,100,18,0,0.67,5,9,-4,1,540,9,1.5,37,28,75.7,1,1,4,1,16.7,30,5.0,0.17,99
1237,Wed,2015-09-16,Chelsea,Maccabi Tel Aviv,2015,4,0,1,1,Chelsea,21,26.6,8,88,13,7,20,12,1,2,1.62,0.87,2.5,1.5,2.37,100,19,0,1.63,15,7,8,2,720,7,0.87,33,26,78.8,4,1,3,4,50.0,45,5.63,0.27,113,Maccabi Tel Aviv,20,26.8,12,66,1,0,1,0,1,1,0.17,0.0,0.17,0.0,0.0,2015,100,18,0,0.67,13,24,-11,1,540,16,2.67,53,37,69.8,2,2,8,0,0.0,12,2.0,0.0,78
1238,Wed,2015-09-16,Dinamo Zagreb,Arsenal,2015,2,1,1,1,Dinamo Zagreb,20,26.3,12,66,3,2,5,3,0,0,0.5,0.33,0.83,0.5,0.83,100,18,0,1.25,17,21,-4,1,540,14,2.33,44,30,68.2,4,3,5,0,0.0,15,2.5,0.2,69,Arsenal,24,27.2,8,88,13,12,25,12,1,1,1.62,1.5,3.12,1.5,3.0,2015,100,24,0,1.13,13,15,-2,2,720,15,1.87,49,34,69.4,3,0,5,3,37.5,42,5.25,0.29,84
1239,Wed,2015-09-16,Valencia,Zenit,2015,2,3,1,0,Valencia,22,24.6,8,66,3,2,5,3,0,0,0.5,0.33,0.83,0.5,0.83,100,18,0,1.13,9,12,-3,1,540,9,1.5,33,24,72.7,3,0,5,1,12.5,20,3.33,0.15,87,Zenit,24,28.4,8,88,14,13,27,14,0,0,1.75,1.62,3.38,1.75,3.38,2015,100,24,0,1.88,14,9,5,2,720,9,1.13,40,31,77.5,5,0,3,2,25.0,36,4.5,0.39,125
1240,Wed,2015-09-16,Dynamo Kyiv,Porto,2015,2,2,1,2,Dynamo Kyiv,21,27.2,8,88,9,4,13,8,1,1,1.13,0.5,1.62,1.0,1.5,100,22,0,1.5,9,7,2,2,720,7,0.87,33,26,78.8,3,3,2,5,62.5,36,4.5,0.22,132,Porto,18,25.9,6,66,9,7,16,9,0,0,1.5,1.17,2.67,1.5,2.67,2015,100,18,0,1.67,9,8,1,1,540,8,1.33,34,26,76.5,3,1,2,1,16.7,28,4.67,0.32,88
1241,Wed,2015-09-16,Leverkusen,BATE Borisov,2015,4,1,1,1,Leverkusen,18,24.1,8,66,13,9,22,11,2,2,2.17,1.5,3.67,1.83,3.33,100,17,0,1.13,16,13,3,1,540,12,2.0,40,28,70.0,2,3,3,0,0.0,42,7.0,0.26,86,BATE Borisov,20,26.2,12,66,5,5,10,5,0,0,0.83,0.83,1.67,0.83,1.67,2015,100,18,0,1.33,11,16,-5,1,540,12,2.0,45,33,73.3,4,4,4,1,8.3,16,2.67,0.31,83
1242,Wed,2015-09-16,Roma,Barcelona,2015,1,1,1,2,Roma,24,26.0,8,88,11,8,19,10,1,2,1.37,1.0,2.37,1.25,2.25,100,23,0,0.75,11,20,-9,2,720,22,2.75,58,36,62.1,1,3,4,1,12.5,43,5.37,0.23,90,Barcelona,25,27.1,10,112,22,17,39,20,2,2,2.2,1.7,3.9,2.0,3.7,2015,100,24,0,2.3,22,8,14,1,900,8,0.8,46,38,82.6,7,2,1,3,30.0,64,6.4,0.31,112
1243,Wed,2015-09-16,Bayern Munich,Olympiacos,2015,3,0,0,1,Bayern Munich,23,26.8,12,132,30,21,51,29,1,0,2.43,1.7,4.14,2.35,4.05,100,32,0,2.17,30,11,19,2,1110,11,0.89,66,55,83.3,8,2,2,5,41.7,103,8.35,0.28,134,Olympiacos,18,25.9,6,66,5,5,10,5,0,1,0.83,0.83,1.67,0.83,1.67,2015,100,18,0,1.5,6,13,-7,1,540,13,2.17,46,33,71.7,3,0,3,1,16.7,24,4.0,0.21,66
1244,Wed,2015-09-16,Porto,Dynamo Kyiv,2015,2,2,0,2,Porto,18,25.9,6,66,9,7,16,9,0,0,1.5,1.17,2.67,1.5,2.67,100,18,0,1.67,9,8,1,1,540,8,1.33,34,26,76.5,3,1,2,1,16.7,28,4.67,0.32,88,Dynamo Kyiv,21,27.2,8,88,9,4,13,8,1,1,1.13,0.5,1.62,1.0,1.5,2015,100,22,0,1.5,9,7,2,2,720,7,0.87,33,26,78.8,3,3,2,5,62.5,36,4.5,0.22,132
1245,Wed,2015-09-16,Olympiacos,Bayern Munich,2015,0,3,1,0,Olympiacos,18,25.9,6,66,5,5,10,5,0,1,0.83,0.83,1.67,0.83,1.67,100,18,0,1.5,6,13,-7,1,540,13,2.17,46,33,71.7,3,0,3,1,16.7,24,4.0,0.21,66,Bayern Munich,23,26.8,12,132,30,21,51,29,1,0,2.43,1.7,4.14,2.35,4.05,2015,100,32,0,2.17,30,11,19,2,1110,11,0.89,66,55,83.3,8,2,2,5,41.7,103,8.35,0.28,134
1246,Wed,2015-09-16,Arsenal,Dinamo Zagreb,2015,1,2,0,0,Arsenal,24,27.2,8,88,13,12,25,12,1,1,1.62,1.5,3.12,1.5,3.0,100,24,0,1.13,13,15,-2,2,720,15,1.87,49,34,69.4,3,0,5,3,37.5,42,5.25,0.29,84,Dinamo Zagreb,20,26.3,12,66,3,2,5,3,0,0,0.5,0.33,0.83,0.5,0.83,2015,100,18,0,1.25,17,21,-4,1,540,14,2.33,44,30,68.2,4,3,5,0,0.0,15,2.5,0.2,69
1247,Wed,2015-09-16,Barcelona,Roma,2015,1,1,0,2,Barcelona,25,27.1,10,112,22,17,39,20,2,2,2.2,1.7,3.9,2.0,3.7,100,24,0,2.3,22,8,14,1,900,8,0.8,46,38,82.6,7,2,1,3,30.0,64,6.4,0.31,112,Roma,24,26.0,8,88,11,8,19,10,1,2,1.37,1.0,2.37,1.25,2.25,2015,100,23,0,0.75,11,20,-9,2,720,22,2.75,58,36,62.1,1,3,4,1,12.5,43,5.37,0.23,90
1248,Wed,2015-09-16,Maccabi Tel Aviv,Chelsea,2015,0,4,0,0,Maccabi Tel Aviv,20,26.8,12,66,1,0,1,0,1,1,0.17,0.0,0.17,0.0,0.0,100,18,0,0.67,13,24,-11,1,540,16,2.67,53,37,69.8,2,2,8,0,0.0,12,2.0,0.0,78,Chelsea,21,26.6,8,88,13,7,20,12,1,2,1.62,0.87,2.5,1.5,2.37,2015,100,19,0,1.63,15,7,8,2,720,7,0.87,33,26,78.8,4,1,3,4,50.0,45,5.63,0.27,113
1249,Wed,2015-09-16,Lyon,Gent,2015,1,1,0,2,Lyon,21,25.9,6,66,5,5,10,5,0,1,0.83,0.83,1.67,0.83,1.67,100,18,0,0.67,5,9,-4,1,540,9,1.5,37,28,75.7,1,1,4,1,16.7,30,5.0,0.17,99,Gent,18,25.9,8,88,10,7,17,9,1,1,1.25,0.87,2.12,1.13,2.0,2015,100,22,0,1.25,10,11,-1,1,720,11,1.37,36,25,69.4,3,1,4,1,12.5,38,4.75,0.24,126
1250,Wed,2015-09-16,BATE Borisov,Leverkusen,2015,1,4,0,0,BATE Borisov,20,26.2,12,66,5,5,10,5,0,0,0.83,0.83,1.67,0.83,1.67,100,18,0,1.33,11,16,-5,1,540,12,2.0,45,33,73.3,4,4,4,1,8.3,16,2.67,0.31,83,Leverkusen,18,24.1,8,66,13,9,22,11,2,2,2.17,1.5,3.67,1.83,3.33,2015,100,17,0,1.13,16,13,3,1,540,12,2.0,40,28,70.0,2,3,3,0,0.0,42,7.0,0.26,86
1251,Wed,2015-09-16,Zenit,Valencia,2015,3,2,0,1,Zenit,24,28.4,8,88,14,13,27,14,0,0,1.75,1.62,3.38,1.75,3.38,100,24,0,1.88,14,9,5,2,720,9,1.13,40,31,77.5,5,0,3,2,25.0,36,4.5,0.39,125,Valencia,22,24.6,8,66,3,2,5,3,0,0,0.5,0.33,0.83,0.5,0.83,2015,100,18,0,1.13,9,12,-3,1,540,9,1.5,33,24,72.7,3,0,5,1,12.5,20,3.33,0.15,87
1252,Tue,2015-09-29,BATE Borisov,Roma,2015,3,2,1,1,BATE Borisov,20,26.2,12,66,5,5,10,5,0,0,0.83,0.83,1.67,0.83,1.67,100,18,0,1.33,11,16,-5,1,540,12,2.0,45,33,73.3,4,4,4,1,8.3,16,2.67,0.31,83,Roma,24,26.0,8,88,11,8,19,10,1,2,1.37,1.0,2.37,1.25,2.25,2015,100,23,0,0.75,11,20,-9,2,720,22,2.75,58,36,62.1,1,3,4,1,12.5,43,5.37,0.23,90
1253,Tue,2015-09-29,Zenit,Gent,2015,2,1,1,1,Zenit,24,28.4,8,88,14,13,27,14,0,0,1.75,1.62,3.38,1.75,3.38,100,24,0,1.88,14,9,5,2,720,9,1.13,40,31,77.5,5,0,3,2,25.0,36,4.5,0.39,125,Gent,18,25.9,8,88,10,7,17,9,1,1,1.25,0.87,2.12,1.13,2.0,2015,100,22,0,1.25,10,11,-1,1,720,11,1.37,36,25,69.4,3,1,4,1,12.5,38,4.75,0.24,126
1254,Tue,2015-09-29,Maccabi Tel Aviv,Dynamo Kyiv,2015,0,2,1,0,Maccabi Tel Aviv,20,26.8,12,66,1,0,1,0,1,1,0.17,0.0,0.17,0.0,0.0,100,18,0,0.67,13,24,-11,1,540,16,2.67,53,37,69.8,2,2,8,0,0.0,12,2.0,0.0,78,Dynamo Kyiv,21,27.2,8,88,9,4,13,8,1,1,1.13,0.5,1.62,1.0,1.5,2015,100,22,0,1.5,9,7,2,2,720,7,0.87,33,26,78.8,3,3,2,5,62.5,36,4.5,0.22,132
1255,Tue,2015-09-29,Lyon,Valencia,2015,0,1,1,0,Lyon,21,25.9,6,66,5,5,10,5,0,1,0.83,0.83,1.67,0.83,1.67,100,18,0,0.67,5,9,-4,1,540,9,1.5,37,28,75.7,1,1,4,1,16.7,30,5.0,0.17,99,Valencia,22,24.6,8,66,3,2,5,3,0,0,0.5,0.33,0.83,0.5,0.83,2015,100,18,0,1.13,9,12,-3,1,540,9,1.5,33,24,72.7,3,0,5,1,12.5,20,3.33,0.15,87
1256,Tue,2015-09-29,Barcelona,Leverkusen,2015,2,1,1,1,Barcelona,25,27.1,10,112,22,17,39,20,2,2,2.2,1.7,3.9,2.0,3.7,100,24,0,2.3,22,8,14,1,900,8,0.8,46,38,82.6,7,2,1,3,30.0,64,6.4,0.31,112,Leverkusen,18,24.1,8,66,13,9,22,11,2,2,2.17,1.5,3.67,1.83,3.33,2015,100,17,0,1.13,16,13,3,1,540,12,2.0,40,28,70.0,2,3,3,0,0.0,42,7.0,0.26,86
1257,Tue,2015-09-29,Arsenal,Olympiacos,2015,2,3,1,0,Arsenal,24,27.2,8,88,13,12,25,12,1,1,1.62,1.5,3.12,1.5,3.0,100,24,0,1.13,13,15,-2,2,720,15,1.87,49,34,69.4,3,0,5,3,37.5,42,5.25,0.29,84,Olympiacos,18,25.9,6,66,5,5,10,5,0,1,0.83,0.83,1.67,0.83,1.67,2015,100,18,0,1.5,6,13,-7,1,540,13,2.17,46,33,71.7,3,0,3,1,16.7,24,4.0,0.21,66
1258,Tue,2015-09-29,Porto,Chelsea,2015,2,1,1,1,Porto,18,25.9,6,66,9,7,16,9,0,0,1.5,1.17,2.67,1.5,2.67,100,18,0,1.67,9,8,1,1,540,8,1.33,34,26,76.5,3,1,2,1,16.7,28,4.67,0.32,88,Chelsea,21,26.6,8,88,13,7,20,12,1,2,1.62,0.87,2.5,1.5,2.37,2015,100,19,0,1.63,15,7,8,2,720,7,0.87,33,26,78.8,4,1,3,4,50.0,45,5.63,0.27,113
1259,Tue,2015-09-29,Bayern Munich,Dinamo Zagreb,2015,5,0,1,1,Bayern Munich,23,26.8,12,132,30,21,51,29,1,0,2.43,1.7,4.14,2.35,4.05,100,32,0,2.17,30,11,19,2,1110,11,0.89,66,55,83.3,8,2,2,5,41.7,103,8.35,0.28,134,Dinamo Zagreb,20,26.3,12,66,3,2,5,3,0,0,0.5,0.33,0.83,0.5,0.83,2015,100,18,0,1.25,17,21,-4,1,540,14,2.33,44,30,68.2,4,3,5,0,0.0,15,2.5,0.2,69
1260,Tue,2015-09-29,Leverkusen,Barcelona,2015,1,2,0,0,Leverkusen,18,24.1,8,66,13,9,22,11,2,2,2.17,1.5,3.67,1.83,3.33,100,17,0,1.13,16,13,3,1,540,12,2.0,40,28,70.0,2,3,3,0,0.0,42,7.0,0.26,86,Barcelona,25,27.1,10,112,22,17,39,20,2,2,2.2,1.7,3.9,2.0,3.7,2015,100,24,0,2.3,22,8,14,1,900,8,0.8,46,38,82.6,7,2,1,3,30.0,64,6.4,0.31,112
1261,Tue,2015-09-29,Dinamo Zagreb,Bayern Munich,2015,0,5,0,0,Dinamo Zagreb,20,26.3,12,66,3,2,5,3,0,0,0.5,0.33,0.83,0.5,0.83,100,18,0,1.25,17,21,-4,1,540,14,2.33,44,30,68.2,4,3,5,0,0.0,15,2.5,0.2,69,Bayern Munich,23,26.8,12,132,30,21,51,29,1,0,2.43,1.7,4.14,2.35,4.05,2015,100,32,0,2.17,30,11,19,2,1110,11,0.89,66,55,83.3,8,2,2,5,41.7,103,8.35,0.28,134
1262,Tue,2015-09-29,Valencia,Lyon,2015,1,0,0,1,Valencia,22,24.6,8,66,3,2,5,3,0,0,0.5,0.33,0.83,0.5,0.83,100,18,0,1.13,9,12,-3,1,540,9,1.5,33,24,72.7,3,0,5,1,12.5,20,3.33,0.15,87,Lyon,21,25.9,6,66,5,5,10,5,0,1,0.83,0.83,1.67,0.83,1.67,2015,100,18,0,0.67,5,9,-4,1,540,9,1.5,37,28,75.7,1,1,4,1,16.7,30,5.0,0.17,99
1263,Tue,2015-09-29,Dynamo Kyiv,Maccabi Tel Aviv,2015,2,0,0,1,Dynamo Kyiv,21,27.2,8,88,9,4,13,8,1,1,1.13,0.5,1.62,1.0,1.5,100,22,0,1.5,9,7,2,2,720,7,0.87,33,26,78.8,3,3,2,5,62.5,36,4.5,0.22,132,Maccabi Tel Aviv,20,26.8,12,66,1,0,1,0,1,1,0.17,0.0,0.17,0.0,0.0,2015,100,18,0,0.67,13,24,-11,1,540,16,2.67,53,37,69.8,2,2,8,0,0.0,12,2.0,0.0,78
1264,Tue,2015-09-29,Gent,Zenit,2015,1,2,0,0,Gent,18,25.9,8,88,10,7,17,9,1,1,1.25,0.87,2.12,1.13,2.0,100,22,0,1.25,10,11,-1,1,720,11,1.37,36,25,69.4,3,1,4,1,12.5,38,4.75,0.24,126,Zenit,24,28.4,8,88,14,13,27,14,0,0,1.75,1.62,3.38,1.75,3.38,2015,100,24,0,1.88,14,9,5,2,720,9,1.13,40,31,77.5,5,0,3,2,25.0,36,4.5,0.39,125
1265,Tue,2015-09-29,Chelsea,Porto,2015,1,2,0,0,Chelsea,21,26.6,8,88,13,7,20,12,1,2,1.62,0.87,2.5,1.5,2.37,100,19,0,1.63,15,7,8,2,720,7,0.87,33,26,78.8,4,1,3,4,50.0,45,5.63,0.27,113,Porto,18,25.9,6,66,9,7,16,9,0,0,1.5,1.17,2.67,1.5,2.67,2015,100,18,0,1.67,9,8,1,1,540,8,1.33,34,26,76.5,3,1,2,1,16.7,28,4.67,0.32,88
1266,Tue,2015-09-29,Olympiacos,Arsenal,2015,3,2,0,1,Olympiacos,18,25.9,6,66,5,5,10,5,0,1,0.83,0.83,1.67,0.83,1.67,100,18,0,1.5,6,13,-7,1,540,13,2.17,46,33,71.7,3,0,3,1,16.7,24,4.0,0.21,66,Arsenal,24,27.2,8,88,13,12,25,12,1,1,1.62,1.5,3.12,1.5,3.0,2015,100,24,0,1.13,13,15,-2,2,720,15,1.87,49,34,69.4,3,0,5,3,37.5,42,5.25,0.29,84
1267,Tue,2015-09-29,Roma,BATE Borisov,2015,2,3,0,0,Roma,24,26.0,8,88,11,8,19,10,1,2,1.37,1.0,2.37,1.25,2.25,100,23,0,0.75,11,20,-9,2,720,22,2.75,58,36,62.1,1,3,4,1,12.5,43,5.37,0.23,90,BATE Borisov,20,26.2,12,66,5,5,10,5,0,0,0.83,0.83,1.67,0.83,1.67,2015,100,18,0,1.33,11,16,-5,1,540,12,2.0,45,33,73.3,4,4,4,1,8.3,16,2.67,0.31,83
