,Day,Date,team,team_opp,season,score,score_opp,home,result,# Pl,Age,MP,Starts,Gls,Ast,G+A,G-PK,PK,PKatt,Gls90,Ast90,G+A90,G-PK90,G+A-PK,Min%,Subs,Mn/Sub,PPM,onG,onGA,+/-,# Pl.1,Min,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,SoT,SoT/90,G/SoT,Fls,# Pl_opp,Age_opp,MP_opp,Starts_opp,Gls_opp,Ast_opp,G+A_opp,G-PK_opp,PK_opp,PKatt_opp,Gls90_opp,Ast90_opp,G+A90_opp,G-PK90_opp,G+A-PK_opp,season_opp,Min%_opp,Subs_opp,Mn/Sub_opp,PPM_opp,onG_opp,onGA_opp,+/-_opp,# Pl_opp.1,Min_opp,GA_opp,GA90_opp,SoTA_opp,Saves_opp,Save%_opp,W_opp,D_opp,L_opp,CS_opp,CS%_opp,SoT_opp,SoT/90_opp,G/SoT_opp,Fls_opp,opp_code,day_code
1456,Wed,2016-04-27,Bayern Munich,AtlÃ©tico Madrid,2015,0,1,0,0,23,26.8,12,132,30,21,51,29,1,0,2.43,1.7,4.14,2.35,4.05,100,32,0,2.17,30,11,19,2,1110,11,0.89,66,55,83.3,8,2,2,5,41.7,103,8.35,0.28,134,23,26.3,13,143,16,13,29,15,1,1,1.17,0.95,2.12,1.1,2.05,2015,100,36,0,1.69,17,8,9,1,1230,8,0.59,61,53,86.9,6,4,3,8,61.5,77,5.63,0.19,156,7,5
1457,Wed,2016-04-27,AtlÃ©tico Madrid,Bayern Munich,2015,1,0,1,1,23,26.3,13,143,16,13,29,15,1,1,1.17,0.95,2.12,1.1,2.05,100,36,0,1.69,17,8,9,1,1230,8,0.59,61,53,86.9,6,4,3,8,61.5,77,5.63,0.19,156,23,26.8,12,132,30,21,51,29,1,0,2.43,1.7,4.14,2.35,4.05,2015,100,32,0,2.17,30,11,19,2,1110,11,0.89,66,55,83.3,8,2,2,5,41.7,103,8.35,0.28,134,13,5
1458,Tue,2016-05-03,Bayern Munich,AtlÃ©tico Madrid,2015,2,1,1,1,23,26.8,12,132,30,21,51,29,1,0,2.43,1.7,4.14,2.35,4.05,100,32,0,2.17,30,11,19,2,1110,11,0.89,66,55,83.3,8,2,2,5,41.7,103,8.35,0.28,134,23,26.3,13,143,16,13,29,15,1,1,1.17,0.95,2.12,1.1,2.05,2015,100,36,0,1.69,17,8,9,1,1230,8,0.59,61,53,86.9,6,4,3,8,61.5,77,5.63,0.19,156,7,4
1459,Tue,2016-05-03,AtlÃ©tico Madrid,Bayern Munich,2015,1,2,0,0,23,26.3,13,143,16,13,29,15,1,1,1.17,0.95,2.12,1.1,2.05,100,36,0,1.69,17,8,9,1,1230,8,0.59,61,53,86.9,6,4,3,8,61.5,77,5.63,0.19,156,23,26.8,12,132,30,21,51,29,1,0,2.43,1.7,4.14,2.35,4.05,2015,100,32,0,2.17,30,11,19,2,1110,11,0.89,66,55,83.3,8,2,2,5,41.7,103,8.35,0.28,134,13,4
1460,Wed,2016-05-04,Manchester City,Real Madrid,2015,0,1,0,0,22,28.4,12,132,16,13,29,15,1,1,1.33,1.08,2.42,1.25,2.33,100,33,0,1.75,18,12,6,2,1080,12,1.0,60,48,80.0,6,3,3,3,25.0,51,4.25,0.29,156,22,26.7,13,143,27,17,44,25,2,0,2.03,1.27,3.3,1.87,3.15,2015,100,36,0,2.31,28,6,22,2,1200,6,0.45,50,44,88.0,9,3,1,10,76.9,94,7.05,0.27,142,74,5
1461,Wed,2016-05-04,Real Madrid,Manchester City,2015,1,0,1,1,22,26.7,13,143,27,17,44,25,2,0,2.03,1.27,3.3,1.87,3.15,100,36,0,2.31,28,6,22,2,1200,6,0.45,50,44,88.0,9,3,1,10,76.9,94,7.05,0.27,142,22,28.4,12,132,16,13,29,15,1,1,1.33,1.08,2.42,1.25,2.33,2015,100,33,0,1.75,18,12,6,2,1080,12,1.0,60,48,80.0,6,3,3,3,25.0,51,4.25,0.29,156,51,5
1462,Sat,2016-05-28,AtlÃ©tico Madrid,Real Madrid,2015,3,5,0,0,23,26.3,13,143,16,13,29,15,1,1,1.17,0.95,2.12,1.1,2.05,100,36,0,1.69,17,8,9,1,1230,8,0.59,61,53,86.9,6,4,3,8,61.5,77,5.63,0.19,156,22,26.7,13,143,27,17,44,25,2,0,2.03,1.27,3.3,1.87,3.15,2015,100,36,0,2.31,28,6,22,2,1200,6,0.45,50,44,88.0,9,3,1,10,76.9,94,7.05,0.27,142,74,1
1463,Sat,2016-05-28,Real Madrid,AtlÃ©tico Madrid,2015,5,3,1,1,22,26.7,13,143,27,17,44,25,2,0,2.03,1.27,3.3,1.87,3.15,100,36,0,2.31,28,6,22,2,1200,6,0.45,50,44,88.0,9,3,1,10,76.9,94,7.05,0.27,142,23,26.3,13,143,16,13,29,15,1,1,1.17,0.95,2.12,1.1,2.05,2015,100,36,0,1.69,17,8,9,1,1230,8,0.59,61,53,86.9,6,4,3,8,61.5,77,5.63,0.19,156,7,1
1464,Tue,2016-09-13,BeÅiktaÅ,Benfica,2016,1,1,0,2,21,29.2,6,66,9,3,12,7,2,2,1.5,0.5,2.0,1.17,1.67,100,17,0,1.17,9,14,-5,1,90,1,1.0,6,5,116.7,1,4,1,0,0.0,19,3.17,0.37,74,25,25.5,8,88,11,6,17,9,2,2,1.37,0.75,2.12,1.13,1.87,2016,100,23,0,1.38,11,14,-3,1,630,10,1.43,34,24,76.5,3,2,3,0,0.0,28,3.5,0.32,128,15,4
1465,Tue,2016-09-13,Napoli,Dynamo Kyiv,2016,2,1,0,1,21,26.7,8,88,13,9,22,11,2,3,1.62,1.13,2.75,1.37,2.5,100,23,0,1.38,13,14,-1,1,720,14,1.75,24,10,45.8,3,2,3,0,0.0,39,4.87,0.28,110,24,26.1,6,66,8,5,13,7,1,2,1.33,0.83,2.17,1.17,2.0,2016,100,18,0,0.83,8,6,2,2,540,6,1.0,24,18,83.3,1,2,3,0,0.0,27,4.5,0.26,88,26,4
1466,Tue,2016-09-13,Rostov,Bayern Munich,2016,0,5,0,0,18,29.0,6,66,6,4,10,5,1,1,1.0,0.67,1.67,0.83,1.5,100,15,0,0.83,6,12,-6,1,540,12,2.0,40,28,72.5,1,2,3,0,0.0,19,3.17,0.26,65,21,28.3,10,110,26,13,39,22,4,5,2.52,1.26,3.77,2.13,3.39,2016,100,29,0,1.8,27,14,13,2,930,12,1.16,52,40,78.8,6,0,4,0,0.0,74,7.16,0.3,120,13,4
1467,Tue,2016-09-13,Celtic,Barcelona,2016,0,7,0,0,22,26.5,6,66,4,2,6,3,1,2,0.67,0.33,1.0,0.5,0.83,100,17,0,0.5,5,16,-11,2,540,16,2.67,35,19,57.1,0,3,3,0,0.0,17,2.83,0.18,63,23,27.0,10,110,25,17,42,22,3,4,2.5,1.7,4.2,2.2,3.9,2016,100,22,0,1.9,26,12,14,2,900,12,1.2,44,32,72.7,6,1,3,0,0.0,52,5.2,0.42,123,11,4
1468,Tue,2016-09-13,Arsenal,Paris S-G,2016,1,1,0,2,21,26.3,8,88,19,13,32,18,1,2,2.37,1.62,4.0,2.25,3.87,100,24,0,1.75,20,16,4,1,720,16,2.0,40,24,62.5,4,2,2,0,0.0,42,5.25,0.43,97,24,26.6,8,88,17,14,31,16,1,1,2.12,1.75,3.87,2.0,3.75,2016,100,23,0,1.88,18,13,5,2,720,9,1.13,21,12,71.4,4,3,1,0,0.0,49,6.12,0.33,103,67,4
1469,Tue,2016-09-13,Dynamo Kyiv,Napoli,2016,1,2,1,0,24,26.1,6,66,8,5,13,7,1,2,1.33,0.83,2.17,1.17,2.0,100,18,0,0.83,8,6,2,2,540,6,1.0,24,18,83.3,1,2,3,0,0.0,27,4.5,0.26,88,21,26.7,8,88,13,9,22,11,2,3,1.62,1.13,2.75,1.37,2.5,2016,100,23,0,1.38,13,14,-1,1,720,14,1.75,24,10,45.8,3,2,3,0,0.0,39,4.87,0.28,110,61,4
1470,Tue,2016-09-13,AtlÃ©tico Madrid,PSV Eindhoven,2016,1,0,0,1,20,26.6,12,132,15,9,24,12,3,4,1.25,0.75,2.0,1.0,1.75,100,32,0,2.33,18,10,8,2,1080,9,0.75,53,44,83.0,9,1,2,0,0.0,56,4.67,0.21,124,20,24.9,6,66,4,2,6,4,0,2,0.67,0.33,1.0,0.67,1.0,2016,100,17,0,0.33,4,11,-7,2,540,16,2.67,39,23,61.5,0,2,4,0,0.0,22,3.67,0.18,55,65,4
1471,Tue,2016-09-13,Basel,Ludogorets,2016,1,1,1,2,18,27.0,6,66,3,2,5,3,0,0,0.5,0.33,0.83,0.5,0.83,100,18,0,0.33,3,12,-9,1,540,12,2.0,30,18,63.3,0,2,4,0,0.0,20,3.33,0.15,109,19,28.5,6,66,6,4,10,6,0,1,1.0,0.67,1.67,1.0,1.67,2016,100,14,0,0.5,6,15,-9,2,540,15,2.5,40,25,62.5,0,3,3,0,0.0,16,2.67,0.38,68,46,4
1472,Tue,2016-09-13,PSV Eindhoven,AtlÃ©tico Madrid,2016,0,1,1,0,20,24.9,6,66,4,2,6,4,0,2,0.67,0.33,1.0,0.67,1.0,100,17,0,0.33,4,11,-7,2,540,16,2.67,39,23,61.5,0,2,4,0,0.0,22,3.67,0.18,55,20,26.6,12,132,15,9,24,12,3,4,1.25,0.75,2.0,1.0,1.75,2016,100,32,0,2.33,18,10,8,2,1080,9,0.75,53,44,83.0,9,1,2,0,0.0,56,4.67,0.21,124,7,4
1473,Tue,2016-09-13,Barcelona,Celtic,2016,7,0,1,1,23,27.0,10,110,25,17,42,22,3,4,2.5,1.7,4.2,2.2,3.9,100,22,0,1.9,26,12,14,2,900,12,1.2,44,32,72.7,6,1,3,0,0.0,52,5.2,0.42,123,22,26.5,6,66,4,2,6,3,1,2,0.67,0.33,1.0,0.5,0.83,2016,100,17,0,0.5,5,16,-11,2,540,16,2.67,35,19,57.1,0,3,3,0,0.0,17,2.83,0.18,63,21,4
1474,Tue,2016-09-13,Paris S-G,Arsenal,2016,1,1,1,2,24,26.6,8,88,17,14,31,16,1,1,2.12,1.75,3.87,2.0,3.75,100,23,0,1.88,18,13,5,2,720,9,1.13,21,12,71.4,4,3,1,0,0.0,49,6.12,0.33,103,21,26.3,8,88,19,13,32,18,1,2,2.37,1.62,4.0,2.25,3.87,2016,100,24,0,1.75,20,16,4,1,720,16,2.0,40,24,62.5,4,2,2,0,0.0,42,5.25,0.43,97,4,4
1475,Tue,2016-09-13,Bayern Munich,Rostov,2016,5,0,1,1,21,28.3,10,110,26,13,39,22,4,5,2.52,1.26,3.77,2.13,3.39,100,29,0,1.8,27,14,13,2,930,12,1.16,52,40,78.8,6,0,4,0,0.0,74,7.16,0.3,120,18,29.0,6,66,6,4,10,5,1,1,1.0,0.67,1.67,0.83,1.5,2016,100,15,0,0.83,6,12,-6,1,540,12,2.0,40,28,72.5,1,2,3,0,0.0,19,3.17,0.26,65,79,4
1476,Tue,2016-09-13,Benfica,BeÅiktaÅ,2016,1,1,1,2,25,25.5,8,88,11,6,17,9,2,2,1.37,0.75,2.12,1.13,1.87,100,23,0,1.38,11,14,-3,1,630,10,1.43,34,24,76.5,3,2,3,0,0.0,28,3.5,0.32,128,21,29.2,6,66,9,3,12,7,2,2,1.5,0.5,2.0,1.17,1.67,2016,100,17,0,1.17,9,14,-5,1,90,1,1.0,6,5,116.7,1,4,1,0,0.0,19,3.17,0.37,74,16,4
1477,Tue,2016-09-13,Ludogorets,Basel,2016,1,1,0,2,19,28.5,6,66,6,4,10,6,0,1,1.0,0.67,1.67,1.0,1.67,100,14,0,0.5,6,15,-9,2,540,15,2.5,40,25,62.5,0,3,3,0,0.0,16,2.67,0.38,68,18,27.0,6,66,3,2,5,3,0,0,0.5,0.33,0.83,0.5,0.83,2016,100,18,0,0.33,3,12,-9,1,540,12,2.0,30,18,63.3,0,2,4,0,0.0,20,3.33,0.15,109,12,4
1478,Wed,2016-09-14,Dinamo Zagreb,Lyon,2016,0,3,0,0,24,24.4,6,66,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,100,18,0,0.0,0,15,-15,2,540,15,2.5,50,35,70.0,0,0,6,0,0.0,5,0.83,0.0,66,21,25.3,6,66,5,5,10,5,0,1,0.83,0.83,1.67,0.83,1.67,2016,100,17,0,1.33,5,3,2,1,540,3,0.5,20,17,90.0,2,2,2,0,0.0,33,5.5,0.15,93,47,5
1479,Wed,2016-09-14,Sevilla,Juventus,2016,0,0,0,2,22,27.4,8,88,9,8,17,9,0,3,1.13,1.0,2.12,1.13,2.12,100,20,0,1.75,9,6,3,1,720,6,0.75,26,20,80.8,4,2,2,0,0.0,37,4.62,0.24,77,25,29.9,13,144,21,10,31,18,3,3,1.62,0.77,2.38,1.38,2.15,2016,100,38,0,2.31,22,6,16,2,1170,7,0.54,29,22,75.9,9,3,1,0,0.0,67,5.15,0.27,190,37,5
1480,Wed,2016-09-14,Dortmund,Legia Warsaw,2016,6,0,0,1,25,25.1,10,110,27,21,48,26,1,2,2.7,2.1,4.8,2.6,4.7,100,29,0,1.7,28,16,12,2,900,16,1.6,42,26,61.9,5,2,3,0,0.0,71,7.1,0.37,108,22,28.0,6,66,9,8,17,8,1,1,1.5,1.33,2.83,1.33,2.67,2016,100,18,0,0.67,9,24,-15,2,540,24,4.0,55,31,56.4,1,1,4,0,0.0,22,3.67,0.36,74,40,5
1481,Wed,2016-09-14,Tottenham,Monaco,2016,1,2,1,0,21,24.9,6,66,5,5,10,4,1,1,0.83,0.83,1.67,0.67,1.5,100,17,0,1.17,6,6,0,1,540,6,1.0,26,20,76.9,2,1,3,0,0.0,24,4.0,0.17,70,23,25.3,12,132,21,14,35,21,0,3,1.75,1.17,2.92,1.75,2.92,2016,100,34,0,1.5,19,19,0,2,1080,20,1.67,56,36,66.1,5,3,4,0,0.0,56,4.67,0.38,141,56,5
1482,Wed,2016-09-14,Manchester City,M'Gladbach,2016,4,0,1,1,22,28.1,8,88,18,14,32,17,1,1,2.25,1.75,4.0,2.12,3.87,100,17,0,1.63,17,13,4,2,716,16,2.01,35,19,54.3,3,4,1,0,0.0,44,5.5,0.39,93,19,25.5,6,66,5,4,9,5,0,0,0.83,0.67,1.5,0.83,1.5,2016,100,17,0,0.83,5,12,-7,1,540,12,2.0,38,26,73.7,1,2,3,0,0.0,19,3.17,0.26,58,48,5
1483,Wed,2016-09-14,Club Brugge,Leicester City,2016,0,3,1,0,21,26.8,6,66,2,2,4,2,0,0,0.33,0.33,0.67,0.33,0.67,100,17,0,0.0,2,14,-12,1,540,14,2.33,45,31,75.6,0,0,6,0,0.0,20,3.33,0.1,74,26,28.0,10,110,11,5,16,9,2,2,1.1,0.5,1.6,0.9,1.4,2016,100,25,0,1.7,11,10,1,3,900,10,1.0,42,32,81.0,5,2,3,0,0.0,35,3.5,0.26,119,41,5
1484,Wed,2016-09-14,Real Madrid,Sporting CP,2016,2,1,1,1,23,27.4,13,143,34,30,64,34,0,0,2.55,2.25,4.8,2.55,4.8,100,37,0,2.31,35,18,17,2,1200,18,1.35,54,36,74.1,9,3,1,0,0.0,93,6.98,0.37,123,21,26.2,6,66,5,2,7,4,1,1,0.83,0.33,1.17,0.67,1.0,2016,100,18,0,0.5,5,8,-3,1,540,8,1.33,19,11,57.9,1,0,5,0,0.0,23,3.83,0.17,78,87,5
1485,Wed,2016-09-14,CSKA Moscow,Leverkusen,2016,2,2,0,2,19,27.9,6,66,5,4,9,4,1,1,0.83,0.67,1.5,0.67,1.33,100,16,0,0.5,5,11,-6,1,540,11,1.83,40,29,72.5,0,3,3,0,0.0,20,3.33,0.2,71,26,24.6,8,88,8,5,13,8,0,1,1.0,0.62,1.62,1.0,1.62,2016,100,24,0,1.25,11,11,0,2,720,8,1.0,27,19,77.8,2,4,2,0,0.0,41,5.12,0.2,111,42,5
1486,Wed,2016-09-14,Sporting CP,Real Madrid,2016,1,2,0,0,21,26.2,6,66,5,2,7,4,1,1,0.83,0.33,1.17,0.67,1.0,100,18,0,0.5,5,8,-3,1,540,8,1.33,19,11,57.9,1,0,5,0,0.0,23,3.83,0.17,78,23,27.4,13,143,34,30,64,34,0,0,2.55,2.25,4.8,2.55,4.8,2016,100,37,0,2.31,35,18,17,2,1200,18,1.35,54,36,74.1,9,3,1,0,0.0,93,6.98,0.37,123,74,5
1487,Wed,2016-09-14,Leicester City,Club Brugge,2016,3,0,0,1,26,28.0,10,110,11,5,16,9,2,2,1.1,0.5,1.6,0.9,1.4,100,25,0,1.7,11,10,1,3,900,10,1.0,42,32,81.0,5,2,3,0,0.0,35,3.5,0.26,119,21,26.8,6,66,2,2,4,2,0,0,0.33,0.33,0.67,0.33,0.67,2016,100,17,0,0.0,2,14,-12,1,540,14,2.33,45,31,75.6,0,0,6,0,0.0,20,3.33,0.1,74,23,5
1488,Wed,2016-09-14,M'Gladbach,Manchester City,2016,0,4,0,0,19,25.5,6,66,5,4,9,5,0,0,0.83,0.67,1.5,0.83,1.5,100,17,0,0.83,5,12,-7,1,540,12,2.0,38,26,73.7,1,2,3,0,0.0,19,3.17,0.26,58,22,28.1,8,88,18,14,32,17,1,1,2.25,1.75,4.0,2.12,3.87,2016,100,17,0,1.63,17,13,4,2,716,16,2.01,35,19,54.3,3,4,1,0,0.0,44,5.5,0.39,93,51,5
1489,Wed,2016-09-14,Monaco,Tottenham,2016,2,1,0,1,23,25.3,12,132,21,14,35,21,0,3,1.75,1.17,2.92,1.75,2.92,100,34,0,1.5,19,19,0,2,1080,20,1.67,56,36,66.1,5,3,4,0,0.0,56,4.67,0.38,141,21,24.9,6,66,5,5,10,4,1,1,0.83,0.83,1.67,0.67,1.5,2016,100,17,0,1.17,6,6,0,1,540,6,1.0,26,20,76.9,2,1,3,0,0.0,24,4.0,0.17,70,89,5
1490,Wed,2016-09-14,FC Copenhagen,Porto,2016,1,1,0,2,19,25.5,6,66,5,5,10,5,0,1,0.83,0.83,1.67,0.83,1.67,100,16,0,1.5,7,2,5,1,540,2,0.33,16,14,87.5,2,3,1,0,0.0,25,4.17,0.2,60,23,26.0,8,88,9,7,16,7,2,2,1.13,0.87,2.0,0.87,1.75,2016,100,23,0,1.38,9,6,3,1,720,6,0.75,21,15,76.2,3,2,3,0,0.0,34,4.25,0.21,84,69,5
1491,Wed,2016-09-14,Legia Warsaw,Dortmund,2016,0,6,1,0,22,28.0,6,66,9,8,17,8,1,1,1.5,1.33,2.83,1.33,2.67,100,18,0,0.67,9,24,-15,2,540,24,4.0,55,31,56.4,1,1,4,0,0.0,22,3.67,0.36,74,25,25.1,10,110,27,21,48,26,1,2,2.7,2.1,4.8,2.6,4.7,2016,100,29,0,1.7,28,16,12,2,900,16,1.6,42,26,61.9,5,2,3,0,0.0,71,7.1,0.37,108,25,5
1492,Wed,2016-09-14,Lyon,Dinamo Zagreb,2016,3,0,1,1,21,25.3,6,66,5,5,10,5,0,1,0.83,0.83,1.67,0.83,1.67,100,17,0,1.33,5,3,2,1,540,3,0.5,20,17,90.0,2,2,2,0,0.0,33,5.5,0.15,93,24,24.4,6,66,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2016,100,18,0,0.0,0,15,-15,2,540,15,2.5,50,35,70.0,0,0,6,0,0.0,5,0.83,0.0,66,24,5
1493,Wed,2016-09-14,Juventus,Sevilla,2016,0,0,1,2,25,29.9,13,144,21,10,31,18,3,3,1.62,0.77,2.38,1.38,2.15,100,38,0,2.31,22,6,16,2,1170,7,0.54,29,22,75.9,9,3,1,0,0.0,67,5.15,0.27,190,22,27.4,8,88,9,8,17,9,0,3,1.13,1.0,2.12,1.13,2.12,2016,100,20,0,1.75,9,6,3,1,720,6,0.75,26,20,80.8,4,2,2,0,0.0,37,4.62,0.24,77,82,5
1494,Wed,2016-09-14,Leverkusen,CSKA Moscow,2016,2,2,1,2,26,24.6,8,88,8,5,13,8,0,1,1.0,0.62,1.62,1.0,1.62,100,24,0,1.25,11,11,0,2,720,8,1.0,27,19,77.8,2,4,2,0,0.0,41,5.12,0.2,111,19,27.9,6,66,5,4,9,4,1,1,0.83,0.67,1.5,0.67,1.33,2016,100,16,0,0.5,5,11,-6,1,540,11,1.83,40,29,72.5,0,3,3,0,0.0,20,3.33,0.2,71,20,5
1495,Wed,2016-09-14,Porto,FC Copenhagen,2016,1,1,1,2,23,26.0,8,88,9,7,16,7,2,2,1.13,0.87,2.0,0.87,1.75,100,23,0,1.38,9,6,3,1,720,6,0.75,21,15,76.2,3,2,3,0,0.0,34,4.25,0.21,84,19,25.5,6,66,5,5,10,5,0,1,0.83,0.83,1.67,0.83,1.67,2016,100,16,0,1.5,7,2,5,1,540,2,0.33,16,14,87.5,2,3,1,0,0.0,25,4.17,0.2,60,28,5
1496,Tue,2016-09-27,Sporting CP,Legia Warsaw,2016,2,0,1,1,21,26.2,6,66,5,2,7,4,1,1,0.83,0.33,1.17,0.67,1.0,100,18,0,0.5,5,8,-3,1,540,8,1.33,19,11,57.9,1,0,5,0,0.0,23,3.83,0.17,78,22,28.0,6,66,9,8,17,8,1,1,1.5,1.33,2.83,1.33,2.67,2016,100,18,0,0.67,9,24,-15,2,540,24,4.0,55,31,56.4,1,1,4,0,0.0,22,3.67,0.36,74,40,4
1497,Tue,2016-09-27,Legia Warsaw,Sporting CP,2016,0,2,0,0,22,28.0,6,66,9,8,17,8,1,1,1.5,1.33,2.83,1.33,2.67,100,18,0,0.67,9,24,-15,2,540,24,4.0,55,31,56.4,1,1,4,0,0.0,22,3.67,0.36,74,21,26.2,6,66,5,2,7,4,1,1,0.83,0.33,1.17,0.67,1.0,2016,100,18,0,0.5,5,8,-3,1,540,8,1.33,19,11,57.9,1,0,5,0,0.0,23,3.83,0.17,78,87,4
1498,Tue,2016-09-27,Porto,Leicester City,2016,0,1,0,0,23,26.0,8,88,9,7,16,7,2,2,1.13,0.87,2.0,0.87,1.75,100,23,0,1.38,9,6,3,1,720,6,0.75,21,15,76.2,3,2,3,0,0.0,34,4.25,0.21,84,26,28.0,10,110,11,5,16,9,2,2,1.1,0.5,1.6,0.9,1.4,2016,100,25,0,1.7,11,10,1,3,900,10,1.0,42,32,81.0,5,2,3,0,0.0,35,3.5,0.26,119,41,4
1499,Tue,2016-09-27,Lyon,Sevilla,2016,0,1,0,0,21,25.3,6,66,5,5,10,5,0,1,0.83,0.83,1.67,0.83,1.67,100,17,0,1.33,5,3,2,1,540,3,0.5,20,17,90.0,2,2,2,0,0.0,33,5.5,0.15,93,22,27.4,8,88,9,8,17,9,0,3,1.13,1.0,2.12,1.13,2.12,2016,100,20,0,1.75,9,6,3,1,720,6,0.75,26,20,80.8,4,2,2,0,0.0,37,4.62,0.24,77,82,4
1500,Tue,2016-09-27,Leverkusen,Monaco,2016,1,1,0,2,26,24.6,8,88,8,5,13,8,0,1,1.0,0.62,1.62,1.0,1.62,100,24,0,1.25,11,11,0,2,720,8,1.0,27,19,77.8,2,4,2,0,0.0,41,5.12,0.2,111,23,25.3,12,132,21,14,35,21,0,3,1.75,1.17,2.92,1.75,2.92,2016,100,34,0,1.5,19,19,0,2,1080,20,1.67,56,36,66.1,5,3,4,0,0.0,56,4.67,0.38,141,56,4
1501,Tue,2016-09-27,Leicester City,Porto,2016,1,0,1,1,26,28.0,10,110,11,5,16,9,2,2,1.1,0.5,1.6,0.9,1.4,100,25,0,1.7,11,10,1,3,900,10,1.0,42,32,81.0,5,2,3,0,0.0,35,3.5,0.26,119,23,26.0,8,88,9,7,16,7,2,2,1.13,0.87,2.0,0.87,1.75,2016,100,23,0,1.38,9,6,3,1,720,6,0.75,21,15,76.2,3,2,3,0,0.0,34,4.25,0.21,84,69,4
1502,Tue,2016-09-27,Tottenham,CSKA Moscow,2016,1,0,0,1,21,24.9,6,66,5,5,10,4,1,1,0.83,0.83,1.67,0.67,1.5,100,17,0,1.17,6,6,0,1,540,6,1.0,26,20,76.9,2,1,3,0,0.0,24,4.0,0.17,70,19,27.9,6,66,5,4,9,4,1,1,0.83,0.67,1.5,0.67,1.33,2016,100,16,0,0.5,5,11,-6,1,540,11,1.83,40,29,72.5,0,3,3,0,0.0,20,3.33,0.2,71,20,4
1503,Tue,2016-09-27,Club Brugge,FC Copenhagen,2016,0,4,0,0,21,26.8,6,66,2,2,4,2,0,0,0.33,0.33,0.67,0.33,0.67,100,17,0,0.0,2,14,-12,1,540,14,2.33,45,31,75.6,0,0,6,0,0.0,20,3.33,0.1,74,19,25.5,6,66,5,5,10,5,0,1,0.83,0.83,1.67,0.83,1.67,2016,100,16,0,1.5,7,2,5,1,540,2,0.33,16,14,87.5,2,3,1,0,0.0,25,4.17,0.2,60,28,4
1504,Tue,2016-09-27,Juventus,Dinamo Zagreb,2016,4,0,0,1,25,29.9,13,144,21,10,31,18,3,3,1.62,0.77,2.38,1.38,2.15,100,38,0,2.31,22,6,16,2,1170,7,0.54,29,22,75.9,9,3,1,0,0.0,67,5.15,0.27,190,24,24.4,6,66,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2016,100,18,0,0.0,0,15,-15,2,540,15,2.5,50,35,70.0,0,0,6,0,0.0,5,0.83,0.0,66,24,4
1505,Tue,2016-09-27,Monaco,Leverkusen,2016,1,1,1,2,23,25.3,12,132,21,14,35,21,0,3,1.75,1.17,2.92,1.75,2.92,100,34,0,1.5,19,19,0,2,1080,20,1.67,56,36,66.1,5,3,4,0,0.0,56,4.67,0.38,141,26,24.6,8,88,8,5,13,8,0,1,1.0,0.62,1.62,1.0,1.62,2016,100,24,0,1.25,11,11,0,2,720,8,1.0,27,19,77.8,2,4,2,0,0.0,41,5.12,0.2,111,42,4
1506,Tue,2016-09-27,CSKA Moscow,Tottenham,2016,0,1,1,0,19,27.9,6,66,5,4,9,4,1,1,0.83,0.67,1.5,0.67,1.33,100,16,0,0.5,5,11,-6,1,540,11,1.83,40,29,72.5,0,3,3,0,0.0,20,3.33,0.2,71,21,24.9,6,66,5,5,10,4,1,1,0.83,0.83,1.67,0.67,1.5,2016,100,17,0,1.17,6,6,0,1,540,6,1.0,26,20,76.9,2,1,3,0,0.0,24,4.0,0.17,70,89,4
1507,Tue,2016-09-27,FC Copenhagen,Club Brugge,2016,4,0,1,1,19,25.5,6,66,5,5,10,5,0,1,0.83,0.83,1.67,0.83,1.67,100,16,0,1.5,7,2,5,1,540,2,0.33,16,14,87.5,2,3,1,0,0.0,25,4.17,0.2,60,21,26.8,6,66,2,2,4,2,0,0,0.33,0.33,0.67,0.33,0.67,2016,100,17,0,0.0,2,14,-12,1,540,14,2.33,45,31,75.6,0,0,6,0,0.0,20,3.33,0.1,74,23,4
1508,Tue,2016-09-27,Dortmund,Real Madrid,2016,2,2,1,2,25,25.1,10,110,27,21,48,26,1,2,2.7,2.1,4.8,2.6,4.7,100,29,0,1.7,28,16,12,2,900,16,1.6,42,26,61.9,5,2,3,0,0.0,71,7.1,0.37,108,23,27.4,13,143,34,30,64,34,0,0,2.55,2.25,4.8,2.55,4.8,2016,100,37,0,2.31,35,18,17,2,1200,18,1.35,54,36,74.1,9,3,1,0,0.0,93,6.98,0.37,123,74,4
1509,Tue,2016-09-27,Sevilla,Lyon,2016,1,0,1,1,22,27.4,8,88,9,8,17,9,0,3,1.13,1.0,2.12,1.13,2.12,100,20,0,1.75,9,6,3,1,720,6,0.75,26,20,80.8,4,2,2,0,0.0,37,4.62,0.24,77,21,25.3,6,66,5,5,10,5,0,1,0.83,0.83,1.67,0.83,1.67,2016,100,17,0,1.33,5,3,2,1,540,3,0.5,20,17,90.0,2,2,2,0,0.0,33,5.5,0.15,93,47,4
